state,state_fips_code,year,trade_school_check,Level and degree/certificate-seeking status of student,Undergraduate or graduate level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,U.S. Nonresident total,U.S. Nonresident men,U.S. Nonresident women,Gender unknown,Another gender,Total of gender unknown and  another gender,Total gender reported as one of the mutually exclusive binary categories (Men/Women)
Alabama,AL,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,320399,139041,181358,1840,835,1005,5426,2545,2881,81022,28573,52449,13224,5757,7467,376,171,205,190089,86114,103975,8960,3642,5318,12627,7082,5545,6835,4322,2513,0,0,0,0
Alabama,AL,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,306241,130937,175304,1668,745,923,5298,2437,2861,76848,26396,50452,13112,5585,7527,371,184,187,182266,82052,100214,9559,3817,5742,11773,6335,5438,5346,3386,1960,0,0,0,0
Alabama,AL,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,306943,130459,176484,1593,710,883,5366,2460,2906,78591,27177,51414,13902,5905,7997,393,192,201,182509,81856,100653,10012,4005,6007,9653,5182,4471,4924,2972,1952,721,127,848.0,0
Alabama,AL,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,312669,133377,179292,1527,679,848,5619,2556,3063,78807,27754,51053,16151,6765,9386,466,222,244,184818,83120,101698,11481,4680,6801,9051,4880,4171,4749,2721,2028,168,0,210.000000700000000030001100000130.110604.000.1400200000008000300000000000000.00,293984
Alabama,AL,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,324564,138392,186172,1512,695,817,5997,2684,3313,82391,29096,53295,18306,7606,10700,408,206,202,189545,85346,104199,12766,5223,7543,8874,4885,3989,4765,2651,2114,439,0,3990.10000200..0000549130102900000206600160613000511036450000150181605017.000000000020000,314362
Alaska,AK,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,39881,14758,25123,4343,1358,2985,1521,529,992,1211,421,790,3315,1139,2176,828,286,542,19673,7549,12124,3740,1298,2442,4791,1968,2823,459,210,249,0,0,0,0
Alaska,AK,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,37226,13489,23737,3984,1198,2786,1529,511,1018,1158,393,765,3149,1053,2096,744,246,498,18115,6877,11238,3314,1126,2188,4851,1909,2942,382,176,206,0,0,0,0
Alaska,AK,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,35302,12931,22371,4110,1264,2846,1537,511,1026,1158,388,770,2781,901,1880,626,230,396,17087,6502,10585,3078,1039,2039,4499,1914,2585,426,182,244,448,1,449.0,0
Alaska,AK,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,35713,13443,22270,4438,1454,2984,1570,531,1039,1220,446,774,3149,1038,2111,524,194,330,16830,6516,10314,3058,1054,2004,4495,2028,2467,429,182,247,357,0,199011048000.00,34376
Alaska,AK,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,36542,13792,22750,4117,1293,2824,1939,667,1272,1251,470,781,3528,1205,2323,360,114,246,16756,6534,10222,3204,1066,2138,4895,2253,2642,492,190,302,568,0,214029928270.000,35464
American Samoa,AS,2020,0,Undergraduate total,Undergraduate,1272,336,936,0,0,0,6,1,5,0,0,0,0,0,0,1138,305,833,4,1,3,2,0,2,0,0,0,122,29,93,0,0,0,0
American Samoa,AS,2021,0,Undergraduate total,Undergraduate,1724,517,1207,0,0,0,23,1,22,0,0,0,1,0,1,1521,471,1050,3,1,2,0,0,0,8,2,6,168,42,126,0,0,0,0
American Samoa,AS,2022,0,Undergraduate total,Undergraduate,2640,735,1905,0,0,0,29,8,21,0,0,0,1,0,1,2209,646,1563,3,1,2,0,0,0,7,4,3,391,76,315,0,0,0.0,0
American Samoa,AS,2023,0,Undergraduate total,Undergraduate,1417,415,1002,0,0,0,20,10,10,0,0,0,0,0,0,1216,370,846,1,0,1,0,0,0,6,2,4,174,33,141,0,0,0,1417
American Samoa,AS,2024,0,Undergraduate total,Undergraduate,1401,436,965,0,0,0,24,13,11,0,0,0,1,0,1,1231,379,852,1,1,0,0,0,0,5,2,3,139,41,98,0,0,0,1401
Arizona,AZ,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,768227,304403,463824,17236,5892,11344,26141,11105,15036,78197,25145,53052,193568,74966,118602,3099,1202,1897,326902,136399,190503,29659,11650,18009,80164,29699,50465,13261,8345,4916,0,0,0,0
Arizona,AZ,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,742221,285310,456911,16728,5065,11663,25639,10747,14892,74726,24049,50677,186239,68274,117965,2992,1091,1901,308639,125575,183064,29697,11466,18231,86738,32298,54440,10823,6745,4078,0,0,0,0
Arizona,AZ,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,748305,291747,456558,16485,5112,11373,26218,11374,14844,73505,24282,49223,191627,71697,119930,2944,1115,1829,304851,125673,179178,30561,11944,18617,91847,34047,57800,10267,6503,3764,18061,1483,19544.0,0
Arizona,AZ,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,766232,301651,464581,17283,5456,11827,27786,12420,15366,80375,26427,53948,201787,76357,125430,3053,1163,1890,310627,128604,182023,32766,12803,19963,81341,31238,50103,11214,7183,4031,18725,1335,76516210008252103011828200223856173811328202404601300014805011000438566781000004215.0094000004120041719015315619.0000.00.0011000010000171010000000.00,741543
Arizona,AZ,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,798617,316766,481851,18277,5880,12397,29393,13291,16102,89132,29016,60116,216218,82609,133609,3030,1202,1828,318484,132159,186325,35177,13670,21507,76748,31231,45517,12158,7708,4450,18648,1025,4464318609269122565311001172321680409110119026027838137008.1100070508469000.110...00103000.34.14430.1447016715110.0000000000150..0.000047400000030.00.,754366
Arkansas,AR,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,179796,73174,106622,1238,504,734,3017,1356,1661,32198,11103,21095,13964,5892,8072,340,155,185,114275,47271,67004,7568,3226,4342,3267,1532,1735,3929,2135,1794,0,0,0,0
Arkansas,AR,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,167668,66404,101264,1117,395,722,2979,1324,1655,29119,9796,19323,13552,5608,7944,276,119,157,106397,42726,63671,7518,3052,4466,3421,1626,1795,3289,1758,1531,0,0,0,0
Arkansas,AR,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,163873,64755,99118,1184,437,747,2970,1277,1693,28185,9506,18679,14027,5678,8349,276,113,163,103947,41840,62107,7410,2989,4421,2471,1110,1361,3403,1805,1598,340,0,340.0,0
Arkansas,AR,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,165138,65395,99743,1321,519,802,3148,1337,1811,28046,9421,18625,15102,6066,9036,326,140,186,103837,42015,61822,7280,2912,4368,2674,1208,1466,3404,1777,1627,317,15,23200003.15000000000.0110300.00000000.010020000000005070.10067.2000000415700000000000,147381
Arkansas,AR,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,167176,66255,100921,1466,579,887,3134,1346,1788,27437,9183,18254,15966,6506,9460,342,153,189,105110,42554,62556,7408,2908,4500,2661,1178,1483,3652,1848,1804,379,10,1301000010160000301000.019000350000000000.0.000000001920053000662500000021130000000000,161225
California,CA,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,3401980,1518946,1883034,11921,5039,6882,476116,221506,254610,209949,88380,121569,1412818,589725,823093,15656,7399,8257,808000,374918,433082,146621,64052,82569,208851,110572,98279,112048,57355,54693,0,0,0,0
California,CA,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,3251278,1387680,1863598,10837,4324,6513,470174,212511,257663,189353,75516,113837,1351425,531027,820398,15158,6663,8495,777410,346271,431139,148962,62791,86171,192974,100426,92548,94985,48151,46834,0,0,0,0
California,CA,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,3117859,1358102,1759757,10361,4113,6248,453564,208700,244864,180793,74372,106421,1306985,525302,781683,14135,6408,7727,737723,338532,399191,145873,63094,82779,179317,92533,86784,89108,45048,44060,86106,10066,96172.0,0
California,CA,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,3133415,1388881,1744534,10699,4410,6289,451214,211550,239664,188905,79960,108945,1359765,561909,797856,13389,6285,7104,720005,335888,384117,150792,66058,84734,164077,83645,80432,74569,39176,35393,84870,17025,002830236950017000014890170411792381290113051759296440451478336128503865381851172042533652365040789100118.0.5000280.861300826007250032089200.01371000.0.38004400.381456041111029310.800..0700000041444016103099..37271248033510105800.0432.3596478011533600329.001306615..01382155400000794.0520663500725121.11.12004290000000000004020380.05900002750.11000.00000127500...0000012100.0375300..011120086002454330.282221000000055913454176438201293003200101144183503..55700515516991999700016052170431331.0142.213..3740212252081930827188410133.5910188.0008314892144469232.03978513501963300003045271720.444.81002430036493667334327445521413804648002687320.07000414000336.74540.62334462000021800000.0..001490000000002700202000000010010.025039100000300003790000000000.000000.95000000170000..00003500100000000000128177.00000..00000100.001231.00000000000100000.0550000000.0006.14000.2560000000.0001.0013.061000000.0010000001890.01100000,2870456
California,CA,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,3331878,1497397,1834481,11400,4922,6478,469377,221545,247832,200792,85585,115207,1455046,609110,845936,13462,6361,7101,762194,360948,401246,159669,71536,88133,188858,100271,88587,71080,37119,33961,95554,23416,00372.4112180090.001475.1476106719752615129915282783360514373163239236513721826100655534873191548997700120.074001079556009482.00.6338471083098900.013122000.3.480054700450145306540035520..101.0023000011421548125832894..3281129.531950113300.0529..55017.7195300434782028.07440002017143300000776000304359006550.1001624477000000.0000031209.005800028..000.000.2191400..240..001009.1524318...14450177002974810.4613720100000643.91210334370145700850.108291187654.18660301815498953992150001861265.56110923670184.248049702822550100029106029851116648669401720000111186190274615282.047610664592173000003341663275.39566787248.0295504971153920444383564.2575185128763129450.0804017612..442.15571607943483.0.0545001160.0..0076000.020704102364034.0000.004000400...1.00.00005700000012.400.0.3001.101000000.0.00.000006600000100000000195214.340000.100333.000012260000200100.0000500.0490000000.0050..0000360003.0000000.20.080006300.000000.2010.0140000000,3093357
Colorado,CO,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,420664,188059,232605,4001,1672,2329,14253,6274,7979,29706,11629,18077,80301,33164,47137,1213,539,674,229120,107071,122049,18800,8087,10713,33857,14436,19421,9413,5187,4226,0,0,0,0
Colorado,CO,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,408313,176609,231704,4165,1754,2411,13936,6097,7839,31449,11710,19739,78340,30992,47348,1139,493,646,221059,100406,120653,18955,8015,10940,31855,13118,18737,7415,4024,3391,0,0,0,0
Colorado,CO,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,406548,176971,229577,4201,1698,2503,14566,6530,8036,31596,11794,19802,79595,31892,47703,1132,511,621,214772,98347,116425,18927,8181,10746,33854,13629,20225,7905,4389,3516,21887,521,22408.0,0
Colorado,CO,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,411150,179151,231999,4421,1792,2629,14746,6612,8134,33165,12284,20881,82776,33456,49320,1073,482,591,215299,99024,116275,19532,8462,11070,32584,13096,19488,7554,3943,3611,22089,452,.25326780.18065000.1419856010..34327.620500168177.5500480..0850003900000.0000000010.9800000723001000000020,332688
Colorado,CO,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,425970,187473,238497,4427,1840,2587,15499,7086,8413,34949,13104,21845,87654,35498,52156,1261,564,697,218610,101695,116915,20842,9117,11725,34913,14524,20389,7815,4045,3770,23415,799,1145073424821064.4049332129901811033636.108060030172..00508100850001700000000000000.0.2820000004800090000..0,392445
Connecticut,CT,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,217525,90427,127098,688,247,441,10607,4769,5838,33072,12171,20901,37939,14860,23079,267,107,160,107821,46591,61230,10084,3943,6141,10406,4262,6144,6641,3477,3164,0,0,0,0
Connecticut,CT,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,211441,84140,127301,760,272,488,10323,4521,5802,33892,11677,22215,38626,14185,24441,329,105,224,103970,43216,60754,9098,3466,5632,8669,3604,5065,5774,3094,2680,0,0,0,0
Connecticut,CT,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,204873,82253,122620,732,246,486,10530,4676,5854,33265,11812,21453,39031,14483,24548,300,95,205,98641,41100,57541,8385,3301,5084,7861,3387,4474,6128,3153,2975,177,212,389.0,0
Connecticut,CT,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,204891,83604,121287,730,235,495,10685,4901,5784,33514,12215,21299,40389,15317,25072,320,114,206,97146,40743,56403,8187,3399,4788,7286,3396,3890,6634,3284,3350,144,263,.0000029.0100036014.0.0430.01440000000013000000000000000000.00,187742
Connecticut,CT,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,223252,90681,132571,805,300,505,12383,5714,6669,35987,12807,23180,46180,17641,28539,368,182,186,104244,43571,60673,9520,3938,5582,8041,3618,4423,5724,2910,2814,130,166,.00001134.060.1122.0.1640.012600..0000120000000000000..00,200924
Delaware,DE,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,63169,24118,39051,369,129,240,2397,1074,1323,13861,4707,9154,6683,2408,4275,150,53,97,32655,12673,19982,2353,843,1510,2438,1035,1403,2263,1196,1067,0,0,0,0
Delaware,DE,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,63376,23324,40052,195,64,131,2392,1010,1382,14154,4574,9580,7175,2451,4724,80,33,47,32415,12147,20268,2721,941,1780,1955,868,1087,2289,1236,1053,0,0,0,0
Delaware,DE,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,57134,21144,35990,162,57,105,2224,924,1300,13074,4128,8946,6950,2372,4578,87,44,43,28763,11063,17700,2478,862,1616,1559,670,889,1837,1024,813,280,0,280.0,0
Delaware,DE,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,58053,21856,36197,146,46,100,2256,976,1280,13779,4619,9160,7368,2599,4769,58,16,42,28077,10800,17277,2593,950,1643,1808,823,985,1968,1027,941,289,0,1352419.74.000.000000,56605
Delaware,DE,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,59764,22589,37175,161,55,106,2327,996,1331,14366,4922,9444,8081,2871,5210,75,31,44,28159,10872,17287,2944,1088,1856,1638,726,912,2013,1028,985,690,0,54922849116000000000,59074
District of Columbia,DC,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,64573,23368,41205,291,76,215,3388,1233,2155,18114,4954,13160,7252,2548,4704,120,39,81,23643,9606,14037,2444,859,1585,3721,1356,2365,5600,2697,2903,0,0,0,0
District of Columbia,DC,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,61563,21554,40009,311,81,230,3560,1260,2300,17712,4660,13052,7070,2398,4672,124,40,84,22294,8857,13437,2524,820,1704,3320,1265,2055,4648,2173,2475,0,0,0,0
District of Columbia,DC,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,64248,22357,41891,343,91,252,3903,1358,2545,17881,4808,13073,7446,2562,4884,120,41,79,22972,8926,14046,2732,867,1865,4519,1679,2840,4332,2025,2307,1386,0,1386.0,0
District of Columbia,DC,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,66717,23397,43320,311,87,224,4236,1520,2716,18112,4861,13251,7984,2706,5278,119,35,84,23526,9019,14507,2917,920,1997,5203,2213,2990,4309,2036,2273,1227,0,0141190224550.0...00400,51316
District of Columbia,DC,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,68824,23782,45042,276,74,202,4383,1529,2854,19052,5062,13990,8559,2894,5665,121,37,84,24248,9284,14964,3206,1021,2185,4962,2031,2931,4017,1850,2167,1034,0,018.14.22401731.623000000,50220
Florida,FL,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,1332966,555854,777112,3871,1653,2218,42143,19103,23040,237833,85315,152518,384216,159249,224967,2768,1266,1502,512966,226563,286403,44338,18359,25979,62843,22904,39939,41988,21442,20546,0,0,0,0
Florida,FL,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,1304811,529529,775282,3761,1475,2286,42120,18728,23392,235669,79156,156513,383401,156013,227388,2788,1109,1679,498148,213617,284531,43743,17990,25753,56232,21774,34458,38949,19667,19282,0,0,0,0
Florida,FL,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,1268790,518637,750153,3608,1481,2127,42496,19076,23420,230755,78281,152474,380084,155664,224420,2624,1029,1595,472515,204518,267997,43805,18203,25602,53416,21021,32395,39487,19364,20123,12368,14,12382.0,0
Florida,FL,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,1258815,518964,739851,3416,1372,2044,43044,19476,23568,226429,77298,149131,387148,160377,226771,2334,890,1444,458778,200087,258691,44650,18768,25882,51030,20138,30892,41986,20558,21428,2730,21,0100000000.00600311680120.00132400.0060000007865700000.0011000000001800000028403500000000.00000000440000.44150240000160.130000200007410.0000000000000000000000000000000000000000000000000000000000000000000012000000000.000000000000002100000000000000.00.0000000000000000000000000000000000000202500000000000000000.00000000000000000000000000000000000000000000,1155220
Florida,FL,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,1294419,536685,757734,3319,1325,1994,45239,20742,24497,230800,78378,152422,412629,172435,240194,2309,923,1386,457415,199768,257647,46867,19893,26974,48619,20730,27889,47222,22491,24731,2639,77,08000010.002000821603002200201400006.00001200000.00000000000.000000323747151001000000.0000230.000.46403005006019000050000.1..0000000000.00000003550000.6012.00000000000000000000000000000000000.0000.00000000.0000000000000241.001100000000000000000000112000000000000.000000200002704001200000000000000000.00000000000000000000000000000.0000000,1132514
Georgia,GA,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,600976,235511,365465,2045,783,1262,30608,14380,16228,200780,66949,133831,54844,21669,33175,966,313,653,263986,111047,152939,19406,7619,11787,13984,5852,8132,14357,6899,7458,0,0,0,0
Georgia,GA,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,581868,222810,359058,1854,666,1188,31011,14714,16297,193046,62072,130974,56964,21719,35245,895,279,616,252143,103921,148222,19819,7562,12257,12792,5565,7227,13344,6312,7032,0,0,0,0
Georgia,GA,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,571608,220164,351444,1709,643,1066,31847,15178,16669,188630,61765,126865,59584,22716,36868,768,291,477,242820,100460,142360,19446,7481,11965,12962,5082,7880,13842,6548,7294,1697,37,1734.0,0
Georgia,GA,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,570749,222291,348458,1556,594,962,33618,16320,17298,187220,62195,125025,62206,24039,38167,719,277,442,236949,98979,137970,20551,7889,12662,13706,5309,8397,14224,6689,7535,1513,0,009000000000000009000.0000004800.00.01600010000330000627950.1663800800000000000090000000200000000000000000.00200000000000000000000000000000000.00,551936
Georgia,GA,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,592855,232003,360852,1619,641,978,36385,17760,18625,194965,65430,129535,68533,26481,42052,759,270,489,238445,99946,138499,22616,8697,13919,15285,6063,9222,14248,6715,7533,1550,54,00150024.0110000000030000..00000720.4.0380420031600002100002660802353597200200000000000000000.000000000000017000030.000.0000000.000000000000000000010000,574897
Guam,GU,2020,0,Undergraduate total,Undergraduate,6045,2676,3369,13,5,8,2672,1249,1423,43,26,17,38,13,25,2968,1224,1744,156,81,75,2,1,1,123,65,58,30,12,18,0,0,0,0
Guam,GU,2021,0,Undergraduate total,Undergraduate,5957,2466,3491,9,4,5,2641,1186,1455,38,26,12,37,15,22,2851,1083,1768,140,72,68,15,6,9,210,71,139,16,3,13,0,0,0,0
Guam,GU,2022,0,Undergraduate total,Undergraduate,5507,2378,3129,5,2,3,2453,1119,1334,29,19,10,41,17,24,2630,1073,1557,114,61,53,11,8,3,197,72,125,27,7,20,0,0,0.0,0
Guam,GU,2023,0,Undergraduate total,Undergraduate,5920,2663,3257,8,4,4,2625,1230,1395,29,16,13,40,18,22,2845,1225,1620,105,57,48,54,27,27,138,56,82,76,30,46,0,0,000,5920
Guam,GU,2024,0,Undergraduate total,Undergraduate,4825,2064,2761,6,6,0,2128,971,1157,27,11,16,31,18,13,2315,902,1413,99,55,44,88,44,44,94,51,43,37,6,31,0,0,.00,2987
Hawaii,HI,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,72592,27748,44844,159,46,113,21910,8754,13156,1331,651,680,9336,3193,6143,4366,1519,2847,10363,4012,6351,19790,7414,12376,1621,710,911,3716,1449,2267,0,0,0,0
Hawaii,HI,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,72312,26585,45727,163,49,114,21179,8191,12988,1198,576,622,9482,3138,6344,4295,1385,2910,10399,3796,6603,20715,7444,13271,1598,697,901,3283,1309,1974,0,0,0,0
Hawaii,HI,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,71094,25939,45155,184,50,134,20206,7912,12294,1181,558,623,9657,3152,6505,4101,1317,2784,10799,3871,6928,19476,6978,12498,1579,633,946,3911,1468,2443,1632,0,1632.0,0
Hawaii,HI,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,69628,25712,43916,142,31,111,20028,7858,12170,1188,568,620,9684,3274,6410,4045,1377,2668,10148,3647,6501,19080,6923,12157,1326,551,775,3987,1483,2504,1371,0,043271.18513801001171515626110246000000,63170
Hawaii,HI,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,71303,26786,44517,126,41,85,20574,8165,12409,1280,620,660,10329,3571,6758,3837,1278,2559,10409,3845,6564,19508,7210,12298,1381,555,826,3859,1501,2358,1146,8,04323081351160.008412859214884800000,70130
Idaho,ID,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,169883,71683,98200,1139,442,697,2587,1025,1562,1715,873,842,17611,6734,10877,747,313,434,119686,50216,69470,8740,3673,5067,7785,3178,4607,9873,5229,4644,0,0,0,0
Idaho,ID,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,167119,69972,97147,982,358,624,3144,1283,1861,2973,1667,1306,18246,6959,11287,994,406,588,115579,47639,67940,9983,4271,5712,11791,5546,6245,3427,1843,1584,0,0,0,0
Idaho,ID,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,168555,71975,96580,1031,392,639,3141,1276,1865,3296,1902,1394,26569,10956,15613,885,329,556,115983,48766,67217,5277,2324,2953,8982,4167,4815,3391,1863,1528,24,14,38.0,0
Idaho,ID,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,167298,71488,95810,1015,390,625,2736,1109,1627,3010,1693,1317,26846,11051,15795,705,297,408,112581,47373,65208,5451,2364,3087,11713,5484,6229,3241,1727,1514,58,10,0071700006037.10000.000000000000000.,166412
Idaho,ID,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,176635,76306,100329,1089,446,643,2989,1220,1769,4094,2280,1814,28216,11916,16300,805,325,480,115083,48788,66295,6060,2652,3408,15145,7005,8140,3154,1674,1480,71,13,0095.000.049.160000000003000000000,158571
Illinois,IL,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,835027,364050,470977,1928,845,1083,51795,24246,27549,108363,39948,68415,179441,73235,106206,1036,461,575,415357,188758,226599,23780,10369,13411,31804,14494,17310,21523,11694,9829,0,0,0,0
Illinois,IL,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,771963,319773,452190,1840,733,1107,50690,23397,27293,100177,33111,67066,164601,62641,101960,954,403,551,380279,165600,214679,23476,9753,13723,30420,13397,17023,19526,10738,8788,0,0,0,0
Illinois,IL,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,759059,318870,440189,1902,815,1087,51388,23891,27497,101042,34365,66677,170141,66259,103882,896,370,526,359607,158211,201396,23211,9922,13289,29572,13375,16197,21300,11662,9638,8195,749,8944.0,0
Illinois,IL,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,774056,330683,443373,2023,891,1132,52934,24768,28166,105841,36856,68985,180029,72404,107625,1161,521,640,352359,157033,195326,24117,10403,13714,32231,14997,17234,23361,12810,10551,8813,1213,000.0.0000960.2150000920199.51901100.00170511400400010800200178000000351.10019200273900000.00007804675386.0000008...321117..006261590000000370..44..15.580125103818500004102305640562170......0.0..121001813510002000000620...000000000000000000000000000000000000.00.00048008000,623688
Illinois,IL,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,803860,344949,458911,2152,942,1210,55240,26013,29227,113638,40002,73636,198219,80928,117291,1284,566,718,351239,157036,194203,26083,11195,14888,31775,15070,16705,24230,13197,11033,4395,1549,000010.00.3200.00.0000079.5018.260037034.000275032004901840003.003.00022110364500000000880435395.0000031.16.25.15.1400726191000000055091055713905384750219225315900006808060301011850813165.196001014700105000..00000600000001000000000000000000000000000000000000002600110.00,727991
Indiana,IN,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,501183,219404,281779,1383,620,763,15511,7630,7881,52719,18474,34245,38268,16572,21696,720,353,367,337016,151282,185734,20606,8661,11945,19832,6605,13227,15128,9207,5921,0,0,0,0
Indiana,IN,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,490358,212850,277508,1358,593,765,17149,8381,8768,50414,17433,32981,40935,17513,23422,674,323,351,326220,143989,182231,21252,8865,12387,20750,8404,12346,11606,7349,4257,0,0,0,0
Indiana,IN,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,497606,222394,275212,1302,600,702,19258,9563,9695,48301,17262,31039,40630,17229,23401,680,326,354,321083,143933,177150,20090,8470,11620,34747,17726,17021,11515,7285,4230,3064,93,3157.0,0
Indiana,IN,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,507662,229852,277810,2156,1075,1081,21465,10901,10564,51898,19512,32386,41429,17966,23463,889,429,460,327379,148108,179271,21658,9318,12340,28843,15102,13741,11945,7441,4504,3639,369,0704..521920.06000269211055.937...0.0025.000217511116004918000003864402730000002569000000000000000000000000000000.00000000,467620
Indiana,IN,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,528703,240625,288078,2657,1362,1295,23753,12076,11677,57135,21950,35185,42863,18761,24102,971,475,496,335566,152507,183059,23380,10339,13041,29076,14770,14306,13302,8385,4917,4513,720,11301081321410501000.71511001061217631225187.0000000.41.0210300604101000561181000000003076000000000000.002000001000002000.20000000,506755
Iowa,IA,2020,1,Undergraduate totalAll students total,UndergraduateAll students total,241876,110866,131010,990,448,542,7033,3364,3669,14742,7076,7666,18108,7839,10269,365,192,173,170488,76344,94144,6256,2668,3588,16093,8168,7925,7801,4767,3034,0,0,0,0
Iowa,IA,2021,1,Undergraduate totalAll students total,UndergraduateAll students total,229148,102605,126543,884,396,488,6702,3178,3524,14000,6704,7296,17563,7434,10129,344,182,162,161477,70711,90766,6438,2781,3657,15880,7653,8227,5860,3566,2294,0,0,0,0
Iowa,IA,2022,1,Undergraduate totalAll students total,UndergraduateAll students total,224697,101035,123662,933,422,511,6705,3186,3519,13604,6501,7103,18129,7819,10310,378,179,199,157788,69236,88552,6682,2949,3733,14829,7302,7527,5649,3441,2208,1456,27,1483.0,0
Iowa,IA,2023,1,Undergraduate totalAll students total,UndergraduateAll students total,221419,99858,121561,890,403,487,7181,3537,3644,13432,6359,7073,18853,8115,10738,379,177,202,155926,68655,87271,6745,2966,3779,12649,6428,6221,5364,3218,2146,1352,27,00400000000190.00.0226000000000.000942100000000024000116.00.047000000.000000000000,197553
Iowa,IA,2024,1,Undergraduate totalAll students total,UndergraduateAll students total,222629,99905,122724,851,382,469,6827,3227,3600,13644,6338,7306,19815,8377,11438,337,160,177,155199,68227,86972,7118,3093,4025,13192,6738,6454,5646,3363,2283,1310,148,0078004902100230.25800.2400000.20.0..59300000.00042900030480000..10000.000.0000.000,172136
