Award Level and Institution Type,State,Region,Major Field Family (2-digit CIP),Major Field Family (2-digit CIP) Title,2020 Enrollment,2021 Enrollment,2021 % Change from Previous Year,2022 Enrollment,2022 % Change from Previous Year,2023 Enrollment,2023 % Change from Previous Year,2024 Enrollment,2024 % Change from Previous Year,2025 Enrollment,2025 % Change from Previous Year
Undergraduate PAB,Ohio,Midwest,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate PAB,Ohio,Midwest,38,Philosophy and Religious Studies,,,,,,,,,,,
Undergraduate PAB,Ohio,Midwest,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate PAB,Ohio,Midwest,40,Physical Sciences,163,,,,,,,,,101,
Undergraduate PAB,Ohio,Midwest,41,Science Technologies/Technicians,0,0,,0,,,,0,,0,
Undergraduate PAB,Ohio,Midwest,42,Psychology,627,396,-36.8,415,4.8,419,0.9,394,-5.9,457,15.9
Undergraduate PAB,Ohio,Midwest,43,Security and Protective Services,268,,,,,,,,,,
Undergraduate PAB,Ohio,Midwest,44,Public Administration and Social Service Professions,591,,,312,,265,-15.1,237,-10.6,231,-2.3
Undergraduate PAB,Ohio,Midwest,45,Social Sciences,217,,,,,,,,,,
Undergraduate PAB,Ohio,Midwest,46,Construction Trades,0,0,,0,,0,,0,,0,
Undergraduate PAB,Ohio,Midwest,47,Mechanic and Repair Technologies/Technicians,,,,,,,,,,,
Undergraduate PAB,Ohio,Midwest,48,Precision Production,,,,,,,,0,,,
Undergraduate PAB,Ohio,Midwest,49,Transportation and Materials Moving,109,,,113,,143,25.9,180,25.9,157,-12.7
Undergraduate PAB,Ohio,Midwest,50,Visual and Performing Arts,201,141,-29.7,160,13.3,132,-17.3,167,26.4,159,-5.1
Undergraduate PAB,Ohio,Midwest,51,Health Professions and Related Clinical Sciences,2104,1388,-34.0,1847,33.1,1510,-18.2,1573,4.2,1790,13.8
Undergraduate PAB,Ohio,Midwest,52,Business Management Marketing and Related Support,1850,1278,-30.9,1508,18.0,1340,-11.2,1518,13.3,1601,5.5
Undergraduate PAB,Ohio,Midwest,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate PAB,Ohio,Midwest,54,History,130,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,CIP Missing,CIP Missing,0,0,,0,,0,,,,,
Undergraduate PAB,Oklahoma,South,01,Agriculture Agriculture Operations and Related Sciences,,,,,,0,,,,0,
Undergraduate PAB,Oklahoma,South,03,Natural Resources and Conservation,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,04,Architecture and Related Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,05,Area Ethnic Cultural and Gender Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,09,Communication Journalism and Related Programs,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,11,Computer and Information Sciences and Support Services,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,13,Education,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,14,Engineering,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,15,Engineering Technologies/Technicians,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,16,Foreign Languages Literatures and Linguistics,,,,,,0,,,,0,
Undergraduate PAB,Oklahoma,South,19,Family and Consumer Sciences/Human Sciences,,,,,,0,,,,0,
Undergraduate PAB,Oklahoma,South,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,22,Legal Professions and Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,23,English Language and Literature/Letters,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,24,Liberal Arts and Sciences General Studies and Humanities,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,26,Biological and Biomedical Sciences,0,0,,0,,0,,,,0,
Undergraduate PAB,Oklahoma,South,27,Mathematics and Statistics,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,30,Multi/Interdisciplinary Studies,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,31,Parks Recreation Leisure and Fitness Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,40,Physical Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,41,Science Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,42,Psychology,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,43,Security and Protective Services,,,,,,0,,,,0,
Undergraduate PAB,Oklahoma,South,44,Public Administration and Social Service Professions,,,,,,0,,,,0,
Undergraduate PAB,Oklahoma,South,45,Social Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,46,Construction Trades,,,,,,0,,,,,
Undergraduate PAB,Oklahoma,South,47,Mechanic and Repair Technologies/Technicians,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,49,Transportation and Materials Moving,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,50,Visual and Performing Arts,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,51,Health Professions and Related Clinical Sciences,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,52,Business Management Marketing and Related Support,,,,,,,,,,,
Undergraduate PAB,Oklahoma,South,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oklahoma,South,54,History,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,CIP Missing,CIP Missing,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,01,Agriculture Agriculture Operations and Related Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,03,Natural Resources and Conservation,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,04,Architecture and Related Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,05,Area Ethnic Cultural and Gender Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,09,Communication Journalism and Related Programs,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,11,Computer and Information Sciences and Support Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,12,Personal and Culinary Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,13,Education,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,14,Engineering,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,15,Engineering Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,16,Foreign Languages Literatures and Linguistics,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,19,Family and Consumer Sciences/Human Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,22,Legal Professions and Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,23,English Language and Literature/Letters,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,24,Liberal Arts and Sciences General Studies and Humanities,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,26,Biological and Biomedical Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,27,Mathematics and Statistics,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,30,Multi/Interdisciplinary Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,31,Parks Recreation Leisure and Fitness Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,40,Physical Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,41,Science Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,42,Psychology,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,43,Security and Protective Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,44,Public Administration and Social Service Professions,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,45,Social Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,46,Construction Trades,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,47,Mechanic and Repair Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,48,Precision Production,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,49,Transportation and Materials Moving,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,50,Visual and Performing Arts,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,51,Health Professions and Related Clinical Sciences,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,52,Business Management Marketing and Related Support,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate PAB,Oregon,West,54,History,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,CIP Missing,CIP Missing,,,,,,,,,,,
Undergraduate PAB,Pennsylvania,Northeast,01,Agriculture Agriculture Operations and Related Sciences,,,,139,,,,113,,118,4.5
Undergraduate PAB,Pennsylvania,Northeast,03,Natural Resources and Conservation,,,,,,,,,,,
Undergraduate PAB,Pennsylvania,Northeast,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate PAB,Pennsylvania,Northeast,05,Area Ethnic Cultural and Gender Studies,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,09,Communication Journalism and Related Programs,,,,,,,,,,0,
Undergraduate PAB,Pennsylvania,Northeast,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,11,Computer and Information Sciences and Support Services,695,555,-20.2,475,-14.4,438,-7.8,443,1.1,363,-18.1
Undergraduate PAB,Pennsylvania,Northeast,12,Personal and Culinary Services,202,223,10.3,162,-27.3,149,-8.2,113,-23.9,,
Undergraduate PAB,Pennsylvania,Northeast,13,Education,,,,,,,,,,,
Undergraduate PAB,Pennsylvania,Northeast,14,Engineering,,,,,,,,,,,
Undergraduate PAB,Pennsylvania,Northeast,15,Engineering Technologies/Technicians,1343,1134,-15.5,1042,-8.1,1159,11.2,1168,0.8,,
Undergraduate PAB,Pennsylvania,Northeast,16,Foreign Languages Literatures and Linguistics,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,19,Family and Consumer Sciences/Human Sciences,,,,,,,,,,,
Undergraduate PAB,Pennsylvania,Northeast,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,22,Legal Professions and Studies,0,,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,23,English Language and Literature/Letters,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,24,Liberal Arts and Sciences General Studies and Humanities,355,309,-13.0,373,20.8,353,-5.4,296,-16.2,252,-15.0
Undergraduate PAB,Pennsylvania,Northeast,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate PAB,Pennsylvania,Northeast,26,Biological and Biomedical Sciences,0,0,,0,,0,,,,,
