"","OPE_ID","School_Name","School_Type","State","Total_Borrowers_Evaluated","Nonpayment_Rate"
"5006","030725","World Medicine Institute","PRIVATE NONPROFIT","HI",NA,NA
"5007","031483","American Beauty Academy","PROPRIETARY","MD",NA,NA
"5008","041365","PCCenter","PROPRIETARY","TX",NA,NA
"5009","041920","Curve Metric School of Hair Design","PROPRIETARY","IL",NA,NA
"5010","042385","Training Domain (The)","PROPRIETARY","FL",NA,NA
"5011","042519","Ferrara's Beauty School","PROPRIETARY","NY",NA,NA
"5012","032373","Anson College of Cosmetology","PROPRIETARY","NC",NA,NA
"5013","002202","Pope St. John XXIII National Seminary","PRIVATE NONPROFIT","MA",NA,NA
"5014","003043","Chancellor University","PROPRIETARY","OH",NA,NA
"5015","007276","Saint Meinrad School of Theology","PRIVATE NONPROFIT","IN",NA,NA
"5016","008512","University of the West Indies, Mona Campus The","FOREIGN","FC",NA,NA
"5017","009795","Missouri College","PROPRIETARY","MO",NA,NA
"5018","009903","Vance - Granville Community College","PUBLIC","NC",NA,NA
"5019","021107","Cleveland Institute of Dental - Medical Assistants","PROPRIETARY","OH",NA,NA
"5020","022202","Le Cordon Bleu College of Culinary Arts","PROPRIETARY","CA",NA,NA
"5021","031000","University of Adelaide (The)","FOREIGN","FC",NA,NA
"5022","037563","Anamarc College","PROPRIETARY","TX",NA,NA
"5023","037633","Medical Professional Institute","PROPRIETARY","MA",NA,NA
"5024","042129","University College Birmingham","FOREIGN","FC",NA,NA
"5025","042930","California College of Music","PROPRIETARY","CA",NA,NA
"5026","043084","C N K Barber College","PROPRIETARY","MS",NA,NA
"5027","006710","Fundación Universidad de las Américas Puebla","FOREIGN","FC",NA,NA
"5028","006873","Marian Court College","PRIVATE NONPROFIT","MA",NA,NA
"5029","008083","Haywood Community College","PUBLIC","NC",NA,NA
"5030","021588","Don Roberts Beauty School","PROPRIETARY","IN",NA,NA
"5031","022429","United Tribes Technical College","PRIVATE NONPROFIT","ND",NA,NA
"5032","022506","Everest College","PRIVATE NONPROFIT","MO",NA,NA
"5033","023178","American Institute of Trucking","PROPRIETARY","AZ",NA,NA
"5034","025464","MTI Business College","PROPRIETARY","CA",NA,NA
"5035","030783","Vancouver School of Theology","FOREIGN","FC",NA,NA
"5036","030962","Charles Stuart School","PROPRIETARY","NY",NA,NA
"5037","031305","Urban College of Boston","PRIVATE NONPROFIT","MA",NA,NA
"5038","041431","Professional Hands Institute","PROPRIETARY","FL",NA,NA
"5039","041458","Pulse Beauty Academy","PROPRIETARY","PA",NA,NA
"5040","041601","Trinity School of Health and Allied Sciences","PROPRIETARY","CA",NA,NA
"5041","041746","Nashville Barber and Style Academy","PROPRIETARY","TN",NA,NA
"5042","041758","JRenee College","PROPRIETARY","IL",NA,NA
"5043","042381","Cliff College","FOREIGN","FC",NA,NA
"5044","042610","Technological University of the Shannon: Midlands Midwest","FOREIGN","FC",NA,NA
"5045","004265","St Josephs Hospital School of X-ray Technology","PRIVATE NONPROFIT","AZ",NA,NA
"5046","022960","Prince Institute - Southeast","PROPRIETARY","IL",NA,NA
"5047","030906","Cobb Beauty College","PROPRIETARY","GA",NA,NA
"5048","031285","National Latino Education Institute","PRIVATE NONPROFIT","IL",NA,NA
"5049","033093","Montessori Institute of Milwaukee","PRIVATE NONPROFIT","WI",NA,NA
"5050","041246","Professional Academy of Cosmetology","PROPRIETARY","PA",NA,NA
"5051","042998","All In The Wrist Barber Academy","PROPRIETARY","DE",NA,NA
"5052","033043","Centura College","PROPRIETARY","SC",NA,NA
"5053","041772","Real Barbers College (The)","PROPRIETARY","CA",NA,NA
"5054","001765","University of Saint Mary of the Lake","PRIVATE NONPROFIT","IL",NA,NA
"5055","004507","Altierus Career College","PRIVATE NONPROFIT","CO",NA,NA
"5056","004835","Caldwell Community College & Technical Institute","PUBLIC","NC",NA,NA
"5057","004947","West Tennessee Business College","PROPRIETARY","TN",NA,NA
"5058","008081","Carteret Community College","PUBLIC","NC",NA,NA
"5059","010493","Cranfield University","FOREIGN","FC",NA,NA
"5060","010999","University of Oxford - Wadham College","FOREIGN","FC",NA,NA
"5061","011574","Bauder College","PROPRIETARY","GA",NA,NA
"5062","011626","Westwood College - South Bay","PROPRIETARY","CA",NA,NA
"5063","020780","Sacred Heart Seminary and School of Theology","PRIVATE NONPROFIT","WI",NA,NA
"5064","022342","Keystone Technical Institute","PROPRIETARY","PA",NA,NA
"5065","022949","Institute Of Audio Research","PROPRIETARY","NY",NA,NA
"5066","026150","Sanford-Brown College","PROPRIETARY","NY",NA,NA
"5067","030764","Bryman School of Arizona (The)","PROPRIETARY","AZ",NA,NA
"5068","034274","Career Colleges of America","PROPRIETARY","CA",NA,NA
"5069","039623","American Institute of Massage Therapy","PROPRIETARY","CA",NA,NA
"5070","041180","Byzantine Catholic Seminary of Saints Cyril and Methodius","PRIVATE NONPROFIT","PA",NA,NA
"5071","042455","Universal Healthcare Careers College","PROPRIETARY","CA",NA,NA
"5072","042795","Hartpury University","FOREIGN","FC",NA,NA
"5073","002964","Southeastern Community College","PUBLIC","NC",NA,NA
"5074","004889","Cambria-Rowe Business College","PROPRIETARY","PA",NA,NA
"5075","006181","Bridgeport Hospital School of Nursing","PRIVATE NONPROFIT","CT",NA,NA
"5076","006715","University of Geneva","FOREIGN","FC",NA,NA
"5077","007405","Wood Tobe - Coburn School","PROPRIETARY","NY",NA,NA
"5078","007439","Fountainhead College of Technology","PROPRIETARY","TN",NA,NA
"5079","008363","Mount Saint Vincent University","FOREIGN","FC",NA,NA
"5080","010168","Ohio State School of Cosmetology","PROPRIETARY","OH",NA,NA
"5081","012183","Burlington College","PRIVATE NONPROFIT","VT",NA,NA
"5082","026238","Cortiva Institute - Scottsdale","PROPRIETARY","AZ",NA,NA
"5083","042363","Beyond The Basics School of Cosmetology","PROPRIETARY","MO",NA,NA
"5084","042471","Academy of Cosmetology and Esthetics","PROPRIETARY","MO",NA,NA
"5085","008441","Anthem Institute","PROPRIETARY","PA",NA,NA
"5086","025400","Tennessee Academy of Cosmetology","PROPRIETARY","TN",NA,NA
"5087","030623","Westech College","PROPRIETARY","CA",NA,NA
"5088","041192","Eagle Rock College","PROPRIETARY","CA",NA,NA
"5089","004929","Avera McKennan Hospital","PRIVATE NONPROFIT","SD",NA,NA
"5090","006799","Craven Community College","PUBLIC","NC",NA,NA
"5091","006853","McMaster University","FOREIGN","FC",NA,NA
"5092","008526","University of Waterloo","FOREIGN","FC",NA,NA
"5093","012156","Mississippi Baptist Medical Center","PRIVATE NONPROFIT","MS",NA,NA
"5094","013134","Yeshivath Beth Moshe","PRIVATE NONPROFIT","PA",NA,NA
"5095","022896","Consolidated School of Business","PROPRIETARY","PA",NA,NA
"5096","030338","Cape Breton University","FOREIGN","FC",NA,NA
"5097","034163","Computer Systems Institute","PROPRIETARY","IL",NA,NA
"5098","034945","University of Oxford - St Benet's Hall","FOREIGN","FC",NA,NA
"5099","042273","University of Oxford-St. Stephen's House","FOREIGN","FC",NA,NA
"5100","001663","Spertus College of Judaica","PRIVATE NONPROFIT","IL",NA,NA
"5101","002937","King's College","PROPRIETARY","NC",NA,NA
"5102","003203","Mount Angel Seminary","PRIVATE NONPROFIT","OR",NA,NA
"5103","007430","Antonelli Institute","PROPRIETARY","PA",NA,NA
"5104","009252","Brock University","FOREIGN","FC",NA,NA
"5105","011722","Briercrest  College and Seminary","FOREIGN","FC",NA,NA
"5106","025388","Allegiance Beauty School","PROPRIETARY","VA",NA,NA
"5107","041399","Future Generations University","PRIVATE NONPROFIT","WV",NA,NA
"5108","042106","Advanced Computing Institute","PROPRIETARY","CA",NA,NA
"5109","012274","Providence University College and Theological Seminary","FOREIGN","FC",NA,NA
"5110","012295","JZ Trend Academy Paul Mitchell Partner School","PROPRIETARY","ND",NA,NA
"5111","020902","Triangle Tech","PROPRIETARY","PA",NA,NA
"5112","022019","Phagans' School of Hair Design","PROPRIETARY","OR",NA,NA
"5113","022034","Nevada Regional Technical Center","PUBLIC","MO",NA,NA
"5114","030249","Tennessee Academy of Cosmetology","PROPRIETARY","TN",NA,NA
"5115","030662","Bryan University","PROPRIETARY","KS",NA,NA
"5116","031169","Baptist Theological Seminary at Richmond","PRIVATE NONPROFIT","VA",NA,NA
"5117","042058","SAE Institute of Technology, Los Angeles","PROPRIETARY","CA",NA,NA
"5118","042304","Paul Mitchell The School Lansing","PROPRIETARY","MI",NA,NA
"5119","042436","International Hair and Barber Academy","PROPRIETARY","FL",NA,NA
"5120","026119","King's University (The)","FOREIGN","FC",NA,NA
"5121","030990","Cortiva Institute - Seattle","PROPRIETARY","WA",NA,NA
"5122","041226","Lehigh Career & Technical Institute","PUBLIC","PA",NA,NA
"5123","007911","Virgil's Beauty College","PROPRIETARY","OK",NA,NA
"5124","007819","Art Institute of Portland (The)","PROPRIETARY","OR",NA,NA
"5125","010789","University of Oxford - Worcester College","FOREIGN","FC",NA,NA
"5126","011056","University of Oxford - University College","FOREIGN","FC",NA,NA
"5127","012803","Dominican House of Studies","PRIVATE NONPROFIT","DC",NA,NA
"5128","021861","University of Cambridge - Emmanuel College","FOREIGN","FC",NA,NA
"5129","022123","University of Cambridge - Robinson College","FOREIGN","FC",NA,NA
"5130","023139","Westwood College - O'Hare Airport","PROPRIETARY","IL",NA,NA
"5131","025943","CollegeAmerica Denver","PRIVATE NONPROFIT","CO",NA,NA
"5132","026110","Heritage College","PROPRIETARY","CO",NA,NA
"5133","033083","Bristol University","PROPRIETARY","CA",NA,NA
"5134","041578","Grace Mission University","PRIVATE NONPROFIT","CA",NA,NA
"5135","043006","Southeast New Mexico College","PUBLIC","NM",NA,NA
"5136","043118","Art22 Academy","PROPRIETARY","IN",NA,NA
"5137","003358","Reformed Presbyterian Theological Seminary","PRIVATE NONPROFIT","PA",NA,NA
"5138","003595","Oblate School of Theology","PRIVATE NONPROFIT","TX",NA,NA
"5139","012228","Humber College Institute of Technology and Advanced Learning","FOREIGN","FC",NA,NA
"5140","037485","Durham Beauty Academy","PROPRIETARY","NC",NA,NA
"5141","042218","Toni&Guy Hairdressing Academy","PROPRIETARY","CA",NA,NA
"5142","042567","Reformed University","PRIVATE NONPROFIT","GA",NA,NA
"5143","043062","Albany Beauty Academy","PROPRIETARY","GA",NA,NA
"5144","004893","DuBois Business College","PROPRIETARY","PA",NA,NA
"5145","008635","IBMC College","PROPRIETARY","CO",NA,NA
"5146","009267","Altierus Career College","PRIVATE NONPROFIT","VA",NA,NA
"5147","009892","Duluth Business University","PROPRIETARY","MN",NA,NA
"5148","025982","University of Southernmost Florida","PROPRIETARY","FL",NA,NA
"5149","031151","Heritage College","PROPRIETARY","OK",NA,NA
"5150","042153","Cosmo Factory Cosmetology Academy (The)","PROPRIETARY","CA",NA,NA
"5151","042974","Studio 75 Hair Academy","PROPRIETARY","TN",NA,NA
"5152","033485","Redeemer University","FOREIGN","FC",NA,NA
"5153","041565","Georgia Christian University","PRIVATE NONPROFIT","GA",NA,NA
"5154","042318","Princess Beauty School","PROPRIETARY","MI",NA,NA
"5155","042470","DMost Beauty & Body Institute","PROPRIETARY","GA",NA,NA
"5156","011057","University of Oxford - Trinity College","FOREIGN","FC",NA,NA
"5157","021835","University of Oxford - Wycliffe Hall","FOREIGN","FC",NA,NA
"5158","025184","National Hispanic University (The)","PROPRIETARY","CA",NA,NA
"5159","030226","Le Cordon Bleu College of Culinary Arts","PROPRIETARY","OR",NA,NA
"5160","030695","Sage College","PROPRIETARY","CA",NA,NA
"5161","040943","Robert B. Miller College (The)","PRIVATE NONPROFIT","MI",NA,NA
"5162","043095","Petra College","PROPRIETARY","LA",NA,NA
"5163","002815","Saint Bernard's School of Theology and Ministry","PRIVATE NONPROFIT","NY",NA,NA
"5164","010867","University of Oxford - St John's College","FOREIGN","FC",NA,NA
"5165","026164","Sanford-Brown College","PROPRIETARY","FL",NA,NA
"5166","033325","Kwantlen Polytechnic University","FOREIGN","FC",NA,NA
"5167","033803","Star Career Academy","PROPRIETARY","NY",NA,NA
"5168","040854","New Zealand College of Chiropractic","FOREIGN","FC",NA,NA
"5169","041608","Cork Institute of Technology","FOREIGN","FC",NA,NA
"5170","042307","University of the Highlands and Islands","FOREIGN","FC",NA,NA
"5171","042353","Polytech Adult Education","PUBLIC","DE",NA,NA
"5172","042412","Mary Immaculate College","FOREIGN","FC",NA,NA
"5173","001268","Porterville College","PUBLIC","CA",NA,NA
"5174","022695","Western Hills School of Beauty & Hair Design","PROPRIETARY","OH",NA,NA
"5175","030738","University of Debrecen","FOREIGN","FC",NA,NA
"5176","032983","Alberta University of the Arts","FOREIGN","FC",NA,NA
"5177","042961","Madera Community College","PUBLIC","CA",NA,NA
"5178","005599","Augusta Technical College","PUBLIC","GA",NA,NA
"5179","008844","California Christian College","PRIVATE NONPROFIT","CA",NA,NA
"5180","021999","American Indian College","PRIVATE NONPROFIT","AZ",NA,NA
"5181","041567","Ambrose University","FOREIGN","FC",NA,NA
"5182","041778","Salon Professional Academy (The)","PROPRIETARY","IA",NA,NA
"5183","041837","Healing Arts Institute","PROPRIETARY","CO",NA,NA
"5184","023001","Altierus Career College","PRIVATE NONPROFIT","WA",NA,NA
"5185","040353","Tennessee Career Institute","PROPRIETARY","TN",NA,NA
"5186","042628","C. Alexander School of Cosmetology","PROPRIETARY","AR",NA,NA
"5187","022613","Altierus Career College","PRIVATE NONPROFIT","TX",NA,NA
"5188","005378","Northeast State Community College","PUBLIC","TN",NA,NA
"5189","011758","University of Cambridge - Peterhouse","FOREIGN","FC",NA,NA
"5190","033593","American Career College","PROPRIETARY","CA",NA,NA
"5191","042483","Los Angeles Academy of Figurative Art","PROPRIETARY","CA",NA,NA
"5192","001632","Aquinas Institute of Theology","PRIVATE NONPROFIT","MO",NA,NA
"5193","001756","Shimer College","PRIVATE NONPROFIT","IL",NA,NA
"5194","010866","University of Oxford - Magdalen College","FOREIGN","FC",NA,NA
"5195","001123","Brooks Institute","PROPRIETARY","CA",NA,NA
"5196","007804","Star Career Academy","PROPRIETARY","NY",NA,NA
"5197","030330","Northern Marianas College","PUBLIC","MP",NA,NA
"5198","042975","Great Northern University","PRIVATE NONPROFIT","WA",NA,NA
"5199","007548","Westwood College - Denver North","PROPRIETARY","CO",NA,NA
"5200","032103","Le Cordon Bleu College of Culinary Arts","PROPRIETARY","CA",NA,NA
"5201","042336","Med-Life Institute","PROPRIETARY","FL",NA,NA
"5202","003375","Theological Seminary Reformed Episcopal Church","PRIVATE NONPROFIT","PA",NA,NA
"5203","020618","Roman Academy of Beauty Culture","PROPRIETARY","NJ",NA,NA
"5204","038473","Crandall University","FOREIGN","FC",NA,NA
"5205","041397","Frederick School of Cosmetology","PROPRIETARY","MD",NA,NA
"5206","042136","River Valley Cosmetology Institute","PROPRIETARY","OK",NA,NA
"5207","036353","Carver Bible College","PRIVATE NONPROFIT","GA",NA,NA
"5208","043024","Graham's Barber College","PROPRIETARY","TX",NA,NA
"5209","010088","University of Oxford - Corpus Christi College","FOREIGN","FC",NA,NA
"5210","011060","University of Oxford - Queen's College","FOREIGN","FC",NA,NA
"5211","025938","Concordia University of Edmonton","FOREIGN","FC",NA,NA
"5212","038974","International Space University","FOREIGN","FC",NA,NA
"5213","020789","Art Institute of Colorado (The)","PROPRIETARY","CO",NA,NA
"5214","022892","Columbia Area Career Center","PUBLIC","MO",NA,NA
"5215","032783","Charter College","PROPRIETARY","CA",NA,NA
"5216","038463","Pacific Life Bible College","FOREIGN","FC",NA,NA
"5217","041405","Horizon University","PRIVATE NONPROFIT","IN",NA,NA
"5218","043003","Zorganics Institute of Beauty and Wellness","PROPRIETARY","WA",NA,NA
"5219","042190","Washington University of Science and Technology","PROPRIETARY","VA",NA,NA
"5220","011214","University of the Witwatersrand","FOREIGN","FC",NA,NA
"5221","030727","Westwood College - Los Angeles","PROPRIETARY","CA",NA,NA
"5222","041450","San Diego Culinary Institute","PROPRIETARY","CA",NA,NA
"5223","042548","Elite Institute of Cosmetology","PROPRIETARY","OH",NA,NA
"5224","009421","Brandon University","FOREIGN","FC",NA,NA
"5225","021253","Nashville College of Medical Careers","PROPRIETARY","TN",NA,NA
"5226","026095","Career Training Academy","PROPRIETARY","PA",NA,NA
"5227","031555","Oconee Fall Line Technical College","PUBLIC","GA",NA,NA
"5228","042960","Institute of Allied Healthcare (The)","PROPRIETARY","TX",NA,NA
"5229","020533","Centro De Estudios Universitarios Xochicalco","FOREIGN","FC",NA,NA
"5230","020568","Daymar College","PROPRIETARY","OH",NA,NA
"5231","043025","East Texas Cosmetology College","PROPRIETARY","TX",NA,NA
"5232","036433","Mr. John's School of Cosmetology & Nails","PROPRIETARY","IL",NA,NA
"5233","011677","Memorial Sloan Kettering Cancer Center","PRIVATE NONPROFIT","NY",NA,NA
"5234","021334","University of Cambridge - Sidney Sussex College","FOREIGN","FC",NA,NA
"5235","021420","University of Cambridge - Homerton College","FOREIGN","FC",NA,NA
"5236","021642","Forest Institute of Professional Psychology","PRIVATE NONPROFIT","MO",NA,NA
"5237","021674","University of Cambridge - Corpus Christi College","FOREIGN","FC",NA,NA
"5238","023351","University of Cambridge - Trinity Hall","FOREIGN","FC",NA,NA
"5239","034946","University of Oxford - Harris Manchester College","FOREIGN","FC",NA,NA
"5240","036654","Christie's Education","PROPRIETARY","NY",NA,NA
"5241","042936","Academy for Jewish Religion","PRIVATE NONPROFIT","NY",NA,NA
"5242","003807","Mountain State University","PRIVATE NONPROFIT","WV",NA,NA
"5243","009721","Bradford School","PROPRIETARY","PA",NA,NA
"5244","042939","Lakewood University","PRIVATE NONPROFIT","OH",NA,NA
"5245","009336","Johnston Community College","PUBLIC","NC",NA,NA
"5246","026175","Altierus Career College","PRIVATE NONPROFIT","VA",NA,NA
"5247","041191","TechMission","PRIVATE NONPROFIT","MO",NA,NA
"5248","041935","Le Melange Academy of Hair and Esthetics","PROPRIETARY","CA",NA,NA
"5249","022074","Chinese University of Hong Kong (The)","FOREIGN","FC",NA,NA
"5250","030959","ESSEC Business School","FOREIGN","FC",NA,NA
"5251","033004","Charles University, First Faculty of Medicine","FOREIGN","FC",NA,NA
"5252","033473","International Baptist College and Seminary","PRIVATE NONPROFIT","AZ",NA,NA
"5253","038183","HHL Leipzig Graduate School of Management","FOREIGN","FC",NA,NA
"5254","003963","American Institute of Business","PRIVATE NONPROFIT","IA",NA,NA
"5255","010279","Hickey College","PROPRIETARY","MO",NA,NA
"5256","011064","University of Oxford - New College","FOREIGN","FC",NA,NA
"5257","012258","Aston University","FOREIGN","FC",NA,NA
"5258","001473","Clearwater Christian College","PRIVATE NONPROFIT","FL",NA,NA
"5259","009313","Daymar College","PROPRIETARY","KY",NA,NA
"5260","042197","Gemini School of Visual Arts & Communication","PROPRIETARY","TX",NA,NA
"5261","025889","Medtech College","PROPRIETARY","VA",NA,NA
"5262","042798","Maine Media College","PRIVATE NONPROFIT","ME",NA,NA
"5263","008843","Alaska Bible College","PRIVATE NONPROFIT","AK",NA,NA
"5264","030325","Alabama State College of Barber Styling","PROPRIETARY","AL",NA,NA
"5265","004503","Altierus Career College","PRIVATE NONPROFIT","CO",NA,NA
"5266","020693","Vatterott College","PROPRIETARY","IL",NA,NA
"5267","001971","Lexington Theological Seminary","PRIVATE NONPROFIT","KY",NA,NA
"5268","008350","Art Institute of Philadelphia (The) -","PROPRIETARY","PA",NA,NA
"5269","022719","University of Oxford - Blackfriars","FOREIGN","FC",NA,NA
"5270","023628","Austin Graduate School of Theology","PRIVATE NONPROFIT","TX",NA,NA
"5271","025693","Le Cordon Bleu College of Culinary Arts","PROPRIETARY","TX",NA,NA
"5272","006850","University of Cambridge - Downing College","FOREIGN","FC",NA,NA
"5273","025762","Mid-Continent University","PRIVATE NONPROFIT","KY",NA,NA
"5274","039833","School of Professional Horticulture, N. Y. Botanical Garden","PRIVATE NONPROFIT","NY",NA,NA
"5275","008582","Wilfrid Laurier University","FOREIGN","FC",NA,NA
"5276","012096","Ecole Hoteliere de Lausanne","FOREIGN","FC",NA,NA
"5277","041465","Portland Actors Conservatory","PRIVATE NONPROFIT","OR",NA,NA
"5278","041854","National Personal Training Institute of Colorado","PROPRIETARY","CO",NA,NA
"5279","009143","Bar-Ilan University","FOREIGN","FC",NA,NA
"5280","022011","Columbia Bible College","FOREIGN","FC",NA,NA
"5281","042378","California Barber & Beauty College","PROPRIETARY","CA",NA,NA
"5282","022200","Colleen O'Hara's Beauty Academy","PROPRIETARY","CA",NA,NA
"5283","042266","Carolina Career College","PROPRIETARY","NC",NA,NA
"5284","021482","Fashion Focus Hair Academy","PROPRIETARY","FL",NA,NA
"5285","042842","Jolie Hair Academy","PROPRIETARY","VA",NA,NA
"5286","041264","Champion Institute of Cosmetology","PROPRIETARY","CA",NA,NA
"5287","042271","America Evangelical University","PRIVATE NONPROFIT","CA",NA,NA
"5288","026170","Continental School of Beauty Culture","PROPRIETARY","NY",NA,NA
"5289","010525","University of Hertfordshire","FOREIGN","FC",NA,NA
"5290","011062","University of Oxford - Oriel College","FOREIGN","FC",NA,NA
"5291","042757","Staffordshire University","FOREIGN","FC",NA,NA
"5292","001858","Divine Word College","PRIVATE NONPROFIT","IA",NA,NA
"5293","034944","University of Cambridge - Selwyn College","FOREIGN","FC",NA,NA
"5294","042935","Cal Northern School of Law","PROPRIETARY","CA",NA,NA
"5295","002726","General Theological Seminary of the Episcopal Church (The)","PRIVATE NONPROFIT","NY",NA,NA
"5296","037703","Nazarene Theological College","FOREIGN","FC",NA,NA
"5297","021068","Bramson ORT College Main Campus-01","PRIVATE NONPROFIT","NY",NA,NA
"5298","041561","Toni & Guy Hairdressing Academy","PROPRIETARY","CA",NA,NA
"5299","042389","Beauty School, (The)","PROPRIETARY","AR",NA,NA
"5300","021123","Ridley - Lowell Business & Technical Institute","PROPRIETARY","CT",NA,NA
"5301","030851","University of Wolverhampton","FOREIGN","FC",NA,NA
"5302","043009","Sweetwater Institute of Cosmetology","PROPRIETARY","TN",NA,NA
"5303","010332","University of Cambridge - Clare College","FOREIGN","FC",NA,NA
"5304","012341","University of Wales Trinity Saint David","FOREIGN","FC",NA,NA
"5305","041951","Ambiance Beauty & Barber Academy","PROPRIETARY","FL",NA,NA
"5306","011065","University of Oxford - Merton College","FOREIGN","FC",NA,NA
"5307","011068","University of Oxford - Jesus College","FOREIGN","FC",NA,NA
"5308","034924","University of Cambridge - St. Catharine's College","FOREIGN","FC",NA,NA
"5309","022164","Tyndale University","FOREIGN","FC",NA,NA
"5310","037843","Medical University of Bialystok","FOREIGN","FC",NA,NA
"5311","030961","La Trobe University","FOREIGN","FC",NA,NA
"5312","042495","Lebanon College of Cosmetology","PROPRIETARY","MO",NA,NA
"5313","042209","National Personal Training Institute of Columbus","PROPRIETARY","OH",NA,NA
"5314","042588","Kenny's Beauty Academy","PROPRIETARY","VA",NA,NA
"5315","010980","University of Oxford - Somerville College","FOREIGN","FC",NA,NA
"5316","021860","University of Cambridge - Magdalene College","FOREIGN","FC",NA,NA
"5317","022963","University of Cambridge - Jesus College","FOREIGN","FC",NA,NA
"5318","036683","Birthingway College of Midwifery","PRIVATE NONPROFIT","OR",NA,NA
"5319","041765","ESMT European School of Management and Technology","FOREIGN","FC",NA,NA
"5320","008558","Beaufort County Community College","PUBLIC","NC",NA,NA
"5321","011066","University of Oxford - Lincoln College","FOREIGN","FC",NA,NA
"5322","012302","University of Cambridge - Gonville & Caius College","FOREIGN","FC",NA,NA
"5323","022192","University of Saskatchewan","FOREIGN","FC",NA,NA
"5324","030127","University of Buckingham","FOREIGN","FC",NA,NA
"5325","038403","Omega Graduate School","PRIVATE NONPROFIT","TN",NA,NA
"5326","042828","Glasgow Caledonian New York College","PRIVATE NONPROFIT","NY",NA,NA
"5327","001823","Anabaptist Mennonite Biblical Seminary","PRIVATE NONPROFIT","IN",NA,NA
"5328","005624","Columbus Technical College","PUBLIC","GA",NA,NA
"5329","009232","Catholic Theological Union at Chicago","PRIVATE NONPROFIT","IL",NA,NA
"5330","021446","Kilian Community College","PRIVATE NONPROFIT","SD",NA,NA
"5331","041933","Shepherd University","PRIVATE NONPROFIT","CA",NA,NA
"5332","042843","Latin American Bible Institute","PRIVATE NONPROFIT","CA",NA,NA
"5333","021192","Court Reporting Institute of St Louis","PROPRIETARY","MO",NA,NA
"5334","001637","Bethany Theological Seminary","PRIVATE NONPROFIT","IN",NA,NA
"5335","006696","University of London - School of Advanced Study","FOREIGN","FC",NA,NA
"5336","010675","Regent College","FOREIGN","FC",NA,NA
"5337","012201","University of Oxford - Regent's Park College","FOREIGN","FC",NA,NA
"5338","022722","University of Cambridge - Murray Edwards College","FOREIGN","FC",NA,NA
"5339","039393","Wolford College","PROPRIETARY","FL",NA,NA
"5340","025408","Globe Institute of Technology","PROPRIETARY","NY",NA,NA
"5341","006837","Universite Laval","FOREIGN","FC",NA,NA
"5342","010090","University of Oxford - Balliol College","FOREIGN","FC",NA,NA
"5343","022325","Union County Vocational Technical Schools","PUBLIC","NJ",NA,NA
"5344","042596","Shiloh University","PRIVATE NONPROFIT","IA",NA,NA
"5345","021067","Trinity Lutheran College","PRIVATE NONPROFIT","WA",NA,NA
"5346","010195","Art Institute of Fort Lauderdale (The)","PROPRIETARY","FL",NA,NA
"5347","031069","Escuela de Peritos Electricistas de Isabela","PROPRIETARY","PR",NA,NA
"5348","021279","Sojourner-Douglass College","PRIVATE NONPROFIT","MD",NA,NA
"5349","042072","Academy di Firenze","PROPRIETARY","ID",NA,NA
"5350","040393","Sullivan and Cogliano Training Centers","PROPRIETARY","FL",NA,NA
"5351","042377","Regional Center for Border Health","PRIVATE NONPROFIT","AZ",NA,NA
"5352","042406","Tri-State Barber College","PROPRIETARY","KY",NA,NA
"5353","001296","Dominican School of Philosophy and Theology","PRIVATE NONPROFIT","CA",NA,NA
"5354","006691","University of Cambridge - Pembroke College","FOREIGN","FC",NA,NA
"5355","011070","University of Oxford - Exeter College","FOREIGN","FC",NA,NA
"5356","011071","University of Oxford - Christ Church College","FOREIGN","FC",NA,NA
"5357","011072","University of Oxford - Brasenose College","FOREIGN","FC",NA,NA
"5358","021777","University of Cambridge - King's College","FOREIGN","FC",NA,NA
"5359","030294","University of Keele","FOREIGN","FC",NA,NA
"5360","042522","Edge Hill University","FOREIGN","FC",NA,NA
"5361","042813","Reiss-Davis Graduate School (The)","PRIVATE NONPROFIT","CA",NA,NA
"5362","002027","Saint Joseph Seminary College","PRIVATE NONPROFIT","LA",NA,NA
"5363","010087","University of Oxford - St Peter's College","FOREIGN","FC",NA,NA
"5364","011067","University of Oxford - Keble College","FOREIGN","FC",NA,NA
"5365","042819","Personal Touch Beauty and Barber College","PROPRIETARY","SC",NA,NA
"5366","011061","University of Oxford - Pembroke College","FOREIGN","FC",NA,NA
"5367","021635","New England School of Photography","PROPRIETARY","MA",NA,NA
"5368","022631","Anthem College","PROPRIETARY","AZ",NA,NA
"5369","030917","Poznan University of Medical Sciences","FOREIGN","FC",NA,NA
"5370","037473","Bexley Seabury Seminary Federation","PRIVATE NONPROFIT","IL",NA,NA
"5371","038683","World Mission University","PRIVATE NONPROFIT","CA",NA,NA
"5372","041440","Fairfax University of America","PRIVATE NONPROFIT","VA",NA,NA
"5373","043098","Aveda Institute Montana","PROPRIETARY","MT",NA,NA
"5374","023593","Shasta Bible College and Graduate School","PRIVATE NONPROFIT","CA",NA,NA
"5375","042853","Hollywood Cultural College","PROPRIETARY","CA",NA,NA
"5376","042595","University of the West of Scotland","FOREIGN","FC",NA,NA
"5377","031933","Manhattan School of Computer Technology","PRIVATE NONPROFIT","NY",NA,NA
"5378","011069","University of Oxford - Hertford College","FOREIGN","FC",NA,NA
"5379","022073","University of Cambridge - Christ's College","FOREIGN","FC",NA,NA
"5380","033484","Mattia College","PROPRIETARY","FL",NA,NA
