Nonpayment Rates by Institution,,,,,
,,,,,
OPE ID,School Name,School Type,State,Total Borrowers Evaluated,Nonpayment Rate
012295,JZ Trend Academy Paul Mitchell Partner School,PROPRIETARY,ND,<100,Not Calculated
020902,Triangle Tech,PROPRIETARY,PA,<100,Not Calculated
022019,Phagans' School of Hair Design,PROPRIETARY,OR,<100,Not Calculated
022034,Nevada Regional Technical Center,PUBLIC,MO,<100,Not Calculated
030249,Tennessee Academy of Cosmetology,PROPRIETARY,TN,<100,Not Calculated
030662,Bryan University,PROPRIETARY,KS,<100,Not Calculated
031169,Baptist Theological Seminary at Richmond,"PRIVATE, NONPROFIT",VA,<100,Not Calculated
042058,"SAE Institute of Technology, Los Angeles",PROPRIETARY,CA,<100,Not Calculated
042304,Paul Mitchell The School Lansing,PROPRIETARY,MI,<100,Not Calculated
042436,International Hair and Barber Academy,PROPRIETARY,FL,<100,Not Calculated
026119,King's University (The),FOREIGN,FC,<100,Not Calculated
030990,Cortiva Institute - Seattle,PROPRIETARY,WA,<100,Not Calculated
041226,Lehigh Career & Technical Institute,PUBLIC,PA,<100,Not Calculated
007911,Virgil's Beauty College,PROPRIETARY,OK,<100,Not Calculated
007819,Art Institute of Portland (The),PROPRIETARY,OR,<100,Not Calculated
010789,University of Oxford - Worcester College,FOREIGN,FC,<100,Not Calculated
011056,University of Oxford - University College,FOREIGN,FC,<100,Not Calculated
012803,Dominican House of Studies,"PRIVATE, NONPROFIT",DC,<100,Not Calculated
021861,University of Cambridge - Emmanuel College,FOREIGN,FC,<100,Not Calculated
022123,University of Cambridge - Robinson College,FOREIGN,FC,<100,Not Calculated
023139,Westwood College - O'Hare Airport,PROPRIETARY,IL,<100,Not Calculated
025943,CollegeAmerica Denver,"PRIVATE, NONPROFIT",CO,<100,Not Calculated
026110,Heritage College,PROPRIETARY,CO,<100,Not Calculated
033083,Bristol University,PROPRIETARY,CA,<100,Not Calculated
041578,Grace Mission University,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
043006,Southeast New Mexico College,PUBLIC,NM,<100,Not Calculated
043118,Art22 Academy,PROPRIETARY,IN,<100,Not Calculated
003358,Reformed Presbyterian Theological Seminary,"PRIVATE, NONPROFIT",PA,<100,Not Calculated
003595,Oblate School of Theology,"PRIVATE, NONPROFIT",TX,<100,Not Calculated
012228,Humber College Institute of Technology and Advanced Learning,FOREIGN,FC,<100,Not Calculated
037485,Durham Beauty Academy,PROPRIETARY,NC,<100,Not Calculated
042218,Toni&Guy Hairdressing Academy,PROPRIETARY,CA,<100,Not Calculated
042567,Reformed University,"PRIVATE, NONPROFIT",GA,<100,Not Calculated
043062,Albany Beauty Academy,PROPRIETARY,GA,<100,Not Calculated
004893,DuBois Business College,PROPRIETARY,PA,<100,Not Calculated
008635,IBMC College,PROPRIETARY,CO,<100,Not Calculated
009267,Altierus Career College,"PRIVATE, NONPROFIT",VA,<100,Not Calculated
009892,Duluth Business University,PROPRIETARY,MN,<100,Not Calculated
025982,University of Southernmost Florida,PROPRIETARY,FL,<100,Not Calculated
031151,Heritage College,PROPRIETARY,OK,<100,Not Calculated
042153,Cosmo Factory Cosmetology Academy (The),PROPRIETARY,CA,<100,Not Calculated
042974,Studio 75 Hair Academy,PROPRIETARY,TN,<100,Not Calculated
033485,Redeemer University,FOREIGN,FC,<100,Not Calculated
041565,Georgia Christian University,"PRIVATE, NONPROFIT",GA,<100,Not Calculated
042318,Princess Beauty School,PROPRIETARY,MI,<100,Not Calculated
042470,DMost Beauty & Body Institute,PROPRIETARY,GA,<100,Not Calculated
011057,University of Oxford - Trinity College,FOREIGN,FC,<100,Not Calculated
021835,University of Oxford - Wycliffe Hall,FOREIGN,FC,<100,Not Calculated
025184,National Hispanic University (The),PROPRIETARY,CA,<100,Not Calculated
030226,Le Cordon Bleu College of Culinary Arts,PROPRIETARY,OR,<100,Not Calculated
030695,Sage College,PROPRIETARY,CA,<100,Not Calculated
040943,Robert B. Miller College (The),"PRIVATE, NONPROFIT",MI,<100,Not Calculated
043095,Petra College,PROPRIETARY,LA,<100,Not Calculated
002815,Saint Bernard's School of Theology and Ministry,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
010867,University of Oxford - St John's College,FOREIGN,FC,<100,Not Calculated
026164,Sanford-Brown College,PROPRIETARY,FL,<100,Not Calculated
033325,Kwantlen Polytechnic University,FOREIGN,FC,<100,Not Calculated
033803,Star Career Academy,PROPRIETARY,NY,<100,Not Calculated
040854,New Zealand College of Chiropractic,FOREIGN,FC,<100,Not Calculated
041608,Cork Institute of Technology,FOREIGN,FC,<100,Not Calculated
042307,University of the Highlands and Islands,FOREIGN,FC,<100,Not Calculated
042353,Polytech Adult Education,PUBLIC,DE,<100,Not Calculated
042412,Mary Immaculate College,FOREIGN,FC,<100,Not Calculated
001268,Porterville College,PUBLIC,CA,<100,Not Calculated
022695,Western Hills School of Beauty & Hair Design,PROPRIETARY,OH,<100,Not Calculated
030738,University of Debrecen,FOREIGN,FC,<100,Not Calculated
032983,Alberta University of the Arts,FOREIGN,FC,<100,Not Calculated
042961,Madera Community College,PUBLIC,CA,<100,Not Calculated
005599,Augusta Technical College,PUBLIC,GA,<100,Not Calculated
008844,California Christian College,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
021999,American Indian College,"PRIVATE, NONPROFIT",AZ,<100,Not Calculated
041567,Ambrose University,FOREIGN,FC,<100,Not Calculated
041778,Salon Professional Academy (The),PROPRIETARY,IA,<100,Not Calculated
041837,Healing Arts Institute,PROPRIETARY,CO,<100,Not Calculated
023001,Altierus Career College,"PRIVATE, NONPROFIT",WA,<100,Not Calculated
040353,Tennessee Career Institute,PROPRIETARY,TN,<100,Not Calculated
042628,C. Alexander School of Cosmetology,PROPRIETARY,AR,<100,Not Calculated
022613,Altierus Career College,"PRIVATE, NONPROFIT",TX,<100,Not Calculated
005378,Northeast State Community College,PUBLIC,TN,<100,Not Calculated
011758,University of Cambridge - Peterhouse,FOREIGN,FC,<100,Not Calculated
033593,American Career College,PROPRIETARY,CA,<100,Not Calculated
042483,Los Angeles Academy of Figurative Art,PROPRIETARY,CA,<100,Not Calculated
001632,Aquinas Institute of Theology,"PRIVATE, NONPROFIT",MO,<100,Not Calculated
001756,Shimer College,"PRIVATE, NONPROFIT",IL,<100,Not Calculated
010866,University of Oxford - Magdalen College,FOREIGN,FC,<100,Not Calculated
001123,Brooks Institute,PROPRIETARY,CA,<100,Not Calculated
007804,Star Career Academy,PROPRIETARY,NY,<100,Not Calculated
030330,Northern Marianas College,PUBLIC,MP,<100,Not Calculated
042975,Great Northern University,"PRIVATE, NONPROFIT",WA,<100,Not Calculated
007548,Westwood College - Denver North,PROPRIETARY,CO,<100,Not Calculated
032103,Le Cordon Bleu College of Culinary Arts,PROPRIETARY,CA,<100,Not Calculated
042336,Med-Life Institute,PROPRIETARY,FL,<100,Not Calculated
003375,Theological Seminary Reformed Episcopal Church,"PRIVATE, NONPROFIT",PA,<100,Not Calculated
020618,Roman Academy of Beauty Culture,PROPRIETARY,NJ,<100,Not Calculated
038473,Crandall University,FOREIGN,FC,<100,Not Calculated
041397,Frederick School of Cosmetology,PROPRIETARY,MD,<100,Not Calculated
042136,River Valley Cosmetology Institute,PROPRIETARY,OK,<100,Not Calculated
036353,Carver Bible College,"PRIVATE, NONPROFIT",GA,<100,Not Calculated
043024,Graham's Barber College,PROPRIETARY,TX,<100,Not Calculated
010088,University of Oxford - Corpus Christi College,FOREIGN,FC,<100,Not Calculated
011060,University of Oxford - Queen's College,FOREIGN,FC,<100,Not Calculated
025938,Concordia University of Edmonton,FOREIGN,FC,<100,Not Calculated
038974,International Space University,FOREIGN,FC,<100,Not Calculated
020789,Art Institute of Colorado (The),PROPRIETARY,CO,<100,Not Calculated
022892,Columbia Area Career Center,PUBLIC,MO,<100,Not Calculated
032783,Charter College,PROPRIETARY,CA,<100,Not Calculated
038463,Pacific Life Bible College,FOREIGN,FC,<100,Not Calculated
041405,Horizon University,"PRIVATE, NONPROFIT",IN,<100,Not Calculated
043003,Zorganics Institute of Beauty and Wellness,PROPRIETARY,WA,<100,Not Calculated
042190,Washington University of Science and Technology,PROPRIETARY,VA,<100,Not Calculated
011214,University of the Witwatersrand,FOREIGN,FC,<100,Not Calculated
030727,Westwood College - Los Angeles,PROPRIETARY,CA,<100,Not Calculated
041450,San Diego Culinary Institute,PROPRIETARY,CA,<100,Not Calculated
042548,Elite Institute of Cosmetology,PROPRIETARY,OH,<100,Not Calculated
009421,Brandon University,FOREIGN,FC,<100,Not Calculated
021253,Nashville College of Medical Careers,PROPRIETARY,TN,<100,Not Calculated
026095,Career Training Academy,PROPRIETARY,PA,<100,Not Calculated
031555,Oconee Fall Line Technical College,PUBLIC,GA,<100,Not Calculated
042960,Institute of Allied Healthcare (The),PROPRIETARY,TX,<100,Not Calculated
020533,Centro De Estudios Universitarios Xochicalco,FOREIGN,FC,<100,Not Calculated
020568,Daymar College,PROPRIETARY,OH,<100,Not Calculated
043025,East Texas Cosmetology College,PROPRIETARY,TX,<100,Not Calculated
036433,Mr. John's School of Cosmetology & Nails,PROPRIETARY,IL,<100,Not Calculated
011677,Memorial Sloan Kettering Cancer Center,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
021334,University of Cambridge - Sidney Sussex College,FOREIGN,FC,<100,Not Calculated
021420,University of Cambridge - Homerton College,FOREIGN,FC,<100,Not Calculated
021642,Forest Institute of Professional Psychology,"PRIVATE, NONPROFIT",MO,<100,Not Calculated
021674,University of Cambridge - Corpus Christi College,FOREIGN,FC,<100,Not Calculated
023351,University of Cambridge - Trinity Hall,FOREIGN,FC,<100,Not Calculated
034946,University of Oxford - Harris Manchester College,FOREIGN,FC,<100,Not Calculated
036654,Christie's Education,PROPRIETARY,NY,<100,Not Calculated
042936,Academy for Jewish Religion,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
003807,Mountain State University,"PRIVATE, NONPROFIT",WV,<100,Not Calculated
009721,Bradford School,PROPRIETARY,PA,<100,Not Calculated
042939,Lakewood University,"PRIVATE, NONPROFIT",OH,<100,Not Calculated
009336,Johnston Community College,PUBLIC,NC,<100,Not Calculated
026175,Altierus Career College,"PRIVATE, NONPROFIT",VA,<100,Not Calculated
041191,TechMission,"PRIVATE, NONPROFIT",MO,<100,Not Calculated
041935,Le Melange Academy of Hair and Esthetics,PROPRIETARY,CA,<100,Not Calculated
022074,Chinese University of Hong Kong (The),FOREIGN,FC,<100,Not Calculated
030959,ESSEC Business School,FOREIGN,FC,<100,Not Calculated
033004,"Charles University, First Faculty of Medicine",FOREIGN,FC,<100,Not Calculated
033473,International Baptist College and Seminary,"PRIVATE, NONPROFIT",AZ,<100,Not Calculated
038183,HHL Leipzig Graduate School of Management,FOREIGN,FC,<100,Not Calculated
003963,American Institute of Business,"PRIVATE, NONPROFIT",IA,<100,Not Calculated
010279,Hickey College,PROPRIETARY,MO,<100,Not Calculated
011064,University of Oxford - New College,FOREIGN,FC,<100,Not Calculated
012258,Aston University,FOREIGN,FC,<100,Not Calculated
001473,Clearwater Christian College,"PRIVATE, NONPROFIT",FL,<100,Not Calculated
009313,Daymar College,PROPRIETARY,KY,<100,Not Calculated
042197,Gemini School of Visual Arts & Communication,PROPRIETARY,TX,<100,Not Calculated
025889,Medtech College,PROPRIETARY,VA,<100,Not Calculated
042798,Maine Media College,"PRIVATE, NONPROFIT",ME,<100,Not Calculated
008843,Alaska Bible College,"PRIVATE, NONPROFIT",AK,<100,Not Calculated
030325,Alabama State College of Barber Styling,PROPRIETARY,AL,<100,Not Calculated
004503,Altierus Career College,"PRIVATE, NONPROFIT",CO,<100,Not Calculated
020693,Vatterott College,PROPRIETARY,IL,<100,Not Calculated
001971,Lexington Theological Seminary,"PRIVATE, NONPROFIT",KY,<100,Not Calculated
008350,Art Institute of Philadelphia (The) -,PROPRIETARY,PA,<100,Not Calculated
022719,University of Oxford - Blackfriars,FOREIGN,FC,<100,Not Calculated
023628,Austin Graduate School of Theology,"PRIVATE, NONPROFIT",TX,<100,Not Calculated
025693,Le Cordon Bleu College of Culinary Arts,PROPRIETARY,TX,<100,Not Calculated
006850,University of Cambridge - Downing College,FOREIGN,FC,<100,Not Calculated
025762,Mid-Continent University,"PRIVATE, NONPROFIT",KY,<100,Not Calculated
039833,"School of Professional Horticulture, N. Y. Botanical Garden","PRIVATE, NONPROFIT",NY,<100,Not Calculated
008582,Wilfrid Laurier University,FOREIGN,FC,<100,Not Calculated
012096,Ecole Hoteliere de Lausanne,FOREIGN,FC,<100,Not Calculated
041465,Portland Actors Conservatory,"PRIVATE, NONPROFIT",OR,<100,Not Calculated
041854,National Personal Training Institute of Colorado,PROPRIETARY,CO,<100,Not Calculated
009143,Bar-Ilan University,FOREIGN,FC,<100,Not Calculated
022011,Columbia Bible College,FOREIGN,FC,<100,Not Calculated
042378,California Barber & Beauty College,PROPRIETARY,CA,<100,Not Calculated
022200,Colleen O'Hara's Beauty Academy,PROPRIETARY,CA,<100,Not Calculated
042266,Carolina Career College,PROPRIETARY,NC,<100,Not Calculated
021482,Fashion Focus Hair Academy,PROPRIETARY,FL,<100,Not Calculated
042842,Jolie Hair Academy,PROPRIETARY,VA,<100,Not Calculated
041264,Champion Institute of Cosmetology,PROPRIETARY,CA,<100,Not Calculated
042271,America Evangelical University,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
026170,Continental School of Beauty Culture,PROPRIETARY,NY,<100,Not Calculated
010525,University of Hertfordshire,FOREIGN,FC,<100,Not Calculated
011062,University of Oxford - Oriel College,FOREIGN,FC,<100,Not Calculated
042757,Staffordshire University,FOREIGN,FC,<100,Not Calculated
001858,Divine Word College,"PRIVATE, NONPROFIT",IA,<100,Not Calculated
034944,University of Cambridge - Selwyn College,FOREIGN,FC,<100,Not Calculated
042935,Cal Northern School of Law,PROPRIETARY,CA,<100,Not Calculated
002726,General Theological Seminary of the Episcopal Church (The),"PRIVATE, NONPROFIT",NY,<100,Not Calculated
037703,Nazarene Theological College,FOREIGN,FC,<100,Not Calculated
021068,Bramson ORT College Main Campus-01,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
041561,Toni & Guy Hairdressing Academy,PROPRIETARY,CA,<100,Not Calculated
042389,"Beauty School, (The)",PROPRIETARY,AR,<100,Not Calculated
021123,Ridley - Lowell Business & Technical Institute,PROPRIETARY,CT,<100,Not Calculated
030851,University of Wolverhampton,FOREIGN,FC,<100,Not Calculated
043009,Sweetwater Institute of Cosmetology,PROPRIETARY,TN,<100,Not Calculated
010332,University of Cambridge - Clare College,FOREIGN,FC,<100,Not Calculated
012341,University of Wales Trinity Saint David,FOREIGN,FC,<100,Not Calculated
041951,Ambiance Beauty & Barber Academy,PROPRIETARY,FL,<100,Not Calculated
011065,University of Oxford - Merton College,FOREIGN,FC,<100,Not Calculated
011068,University of Oxford - Jesus College,FOREIGN,FC,<100,Not Calculated
034924,University of Cambridge - St. Catharine's College,FOREIGN,FC,<100,Not Calculated
022164,Tyndale University,FOREIGN,FC,<100,Not Calculated
037843,Medical University of Bialystok,FOREIGN,FC,<100,Not Calculated
030961,La Trobe University,FOREIGN,FC,<100,Not Calculated
042495,Lebanon College of Cosmetology,PROPRIETARY,MO,<100,Not Calculated
042209,National Personal Training Institute of Columbus,PROPRIETARY,OH,<100,Not Calculated
042588,Kenny's Beauty Academy,PROPRIETARY,VA,<100,Not Calculated
010980,University of Oxford - Somerville College,FOREIGN,FC,<100,Not Calculated
021860,University of Cambridge - Magdalene College,FOREIGN,FC,<100,Not Calculated
022963,University of Cambridge - Jesus College,FOREIGN,FC,<100,Not Calculated
036683,Birthingway College of Midwifery,"PRIVATE, NONPROFIT",OR,<100,Not Calculated
041765,ESMT European School of Management and Technology,FOREIGN,FC,<100,Not Calculated
008558,Beaufort County Community College,PUBLIC,NC,<100,Not Calculated
011066,University of Oxford - Lincoln College,FOREIGN,FC,<100,Not Calculated
012302,University of Cambridge - Gonville & Caius College,FOREIGN,FC,<100,Not Calculated
022192,University of Saskatchewan,FOREIGN,FC,<100,Not Calculated
030127,University of Buckingham,FOREIGN,FC,<100,Not Calculated
038403,Omega Graduate School,"PRIVATE, NONPROFIT",TN,<100,Not Calculated
042828,Glasgow Caledonian New York College,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
001823,Anabaptist Mennonite Biblical Seminary,"PRIVATE, NONPROFIT",IN,<100,Not Calculated
005624,Columbus Technical College,PUBLIC,GA,<100,Not Calculated
009232,Catholic Theological Union at Chicago,"PRIVATE, NONPROFIT",IL,<100,Not Calculated
021446,Kilian Community College,"PRIVATE, NONPROFIT",SD,<100,Not Calculated
041933,Shepherd University,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
042843,Latin American Bible Institute,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
021192,Court Reporting Institute of St Louis,PROPRIETARY,MO,<100,Not Calculated
001637,Bethany Theological Seminary,"PRIVATE, NONPROFIT",IN,<100,Not Calculated
006696,University of London - School of Advanced Study,FOREIGN,FC,<100,Not Calculated
010675,Regent College,FOREIGN,FC,<100,Not Calculated
012201,University of Oxford - Regent's Park College,FOREIGN,FC,<100,Not Calculated
022722,University of Cambridge - Murray Edwards College,FOREIGN,FC,<100,Not Calculated
039393,Wolford College,PROPRIETARY,FL,<100,Not Calculated
025408,Globe Institute of Technology,PROPRIETARY,NY,<100,Not Calculated
006837,Universite Laval,FOREIGN,FC,<100,Not Calculated
010090,University of Oxford - Balliol College,FOREIGN,FC,<100,Not Calculated
022325,Union County Vocational Technical Schools,PUBLIC,NJ,<100,Not Calculated
042596,Shiloh University,"PRIVATE, NONPROFIT",IA,<100,Not Calculated
021067,Trinity Lutheran College,"PRIVATE, NONPROFIT",WA,<100,Not Calculated
010195,Art Institute of Fort Lauderdale (The),PROPRIETARY,FL,<100,Not Calculated
031069,Escuela de Peritos Electricistas de Isabela,PROPRIETARY,PR,<100,Not Calculated
021279,Sojourner-Douglass College,"PRIVATE, NONPROFIT",MD,<100,Not Calculated
042072,Academy di Firenze,PROPRIETARY,ID,<100,Not Calculated
040393,Sullivan and Cogliano Training Centers,PROPRIETARY,FL,<100,Not Calculated
042377,Regional Center for Border Health,"PRIVATE, NONPROFIT",AZ,<100,Not Calculated
042406,Tri-State Barber College,PROPRIETARY,KY,<100,Not Calculated
001296,Dominican School of Philosophy and Theology,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
006691,University of Cambridge - Pembroke College,FOREIGN,FC,<100,Not Calculated
011070,University of Oxford - Exeter College,FOREIGN,FC,<100,Not Calculated
011071,University of Oxford - Christ Church College,FOREIGN,FC,<100,Not Calculated
011072,University of Oxford - Brasenose College,FOREIGN,FC,<100,Not Calculated
021777,University of Cambridge - King's College,FOREIGN,FC,<100,Not Calculated
030294,University of Keele,FOREIGN,FC,<100,Not Calculated
042522,Edge Hill University,FOREIGN,FC,<100,Not Calculated
042813,Reiss-Davis Graduate School (The),"PRIVATE, NONPROFIT",CA,<100,Not Calculated
002027,Saint Joseph Seminary College,"PRIVATE, NONPROFIT",LA,<100,Not Calculated
010087,University of Oxford - St Peter's College,FOREIGN,FC,<100,Not Calculated
011067,University of Oxford - Keble College,FOREIGN,FC,<100,Not Calculated
042819,Personal Touch Beauty and Barber College,PROPRIETARY,SC,<100,Not Calculated
011061,University of Oxford - Pembroke College,FOREIGN,FC,<100,Not Calculated
021635,New England School of Photography,PROPRIETARY,MA,<100,Not Calculated
022631,Anthem College,PROPRIETARY,AZ,<100,Not Calculated
030917,Poznan University of Medical Sciences,FOREIGN,FC,<100,Not Calculated
037473,Bexley Seabury Seminary Federation,"PRIVATE, NONPROFIT",IL,<100,Not Calculated
038683,World Mission University,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
041440,Fairfax University of America,"PRIVATE, NONPROFIT",VA,<100,Not Calculated
043098,Aveda Institute Montana,PROPRIETARY,MT,<100,Not Calculated
023593,Shasta Bible College and Graduate School,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
042853,Hollywood Cultural College,PROPRIETARY,CA,<100,Not Calculated
042595,University of the West of Scotland,FOREIGN,FC,<100,Not Calculated
031933,Manhattan School of Computer Technology,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
011069,University of Oxford - Hertford College,FOREIGN,FC,<100,Not Calculated
022073,University of Cambridge - Christ's College,FOREIGN,FC,<100,Not Calculated
033484,Mattia College,PROPRIETARY,FL,<100,Not Calculated
042810,Health-Tech Institute of Memphis,PROPRIETARY,TN,<100,Not Calculated
006429,Saint Francis Medical Center,"PRIVATE, NONPROFIT",NJ,<100,Not Calculated
001497,Jones College,"PRIVATE, NONPROFIT",FL,<100,Not Calculated
006681,St. Francis Xavier University,FOREIGN,FC,<100,Not Calculated
033354,Burman University,FOREIGN,FC,<100,Not Calculated
041159,Liverpool Hope University,FOREIGN,FC,<100,Not Calculated
002980,Wayne Community College,PUBLIC,NC,<100,Not Calculated
042657,San Diego Global Knowledge University,PROPRIETARY,CA,<100,Not Calculated
010248,Art Institutes International Minnesota (The),PROPRIETARY,MN,<100,Not Calculated
042709,D&S School of Cosmetology,PROPRIETARY,MI,<100,Not Calculated
003113,Pontifical College Josephinum,"PRIVATE, NONPROFIT",OH,<100,Not Calculated
008362,University of Alberta (The),FOREIGN,FC,<100,Not Calculated
041555,Academy for Jewish Religion California,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
041652,Mauna Loa Helicopters,PROPRIETARY,HI,<100,Not Calculated
042169,San Ignacio University,PROPRIETARY,FL,<100,Not Calculated
042972,Sami Halaseh Institute,PROPRIETARY,KS,<100,Not Calculated
005426,Sikeston Career and Technology Center,PUBLIC,MO,<100,Not Calculated
042320,Studio Incamminati,"PRIVATE, NONPROFIT",PA,<100,Not Calculated
035383,Alexandria School of Scientific Therapeutics,PROPRIETARY,IN,<100,Not Calculated
036133,University of Northern British Columbia,FOREIGN,FC,<100,Not Calculated
010676,Universidad de Monterrey,FOREIGN,FC,<100,Not Calculated
030618,Star College of Cosmetology,PROPRIETARY,TX,<100,Not Calculated
042499,Yellowstone Christian College,"PRIVATE, NONPROFIT",MT,<100,Not Calculated
008939,Cannella School of Hair Design,PROPRIETARY,IL,<100,Not Calculated
026092,Vatterott College,PROPRIETARY,IA,<100,Not Calculated
009501,University of King's College,FOREIGN,FC,<100,Not Calculated
006836,Motlow State Community College,PUBLIC,TN,<100,Not Calculated
022704,Southeastern Bible College,"PRIVATE, NONPROFIT",AL,<100,Not Calculated
023105,De Montfort University,FOREIGN,FC,<100,Not Calculated
030256,Dell'Arte International School of Physical Theatre,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
030914,University of Wollongong,FOREIGN,FC,<100,Not Calculated
042861,Hair Academy,PROPRIETARY,OH,<100,Not Calculated
042329,Preparing People Barber Styling College,PROPRIETARY,TX,<100,Not Calculated
042543,Pets Playground Grooming School,PROPRIETARY,FL,<100,Not Calculated
021997,Heritage Christian University,"PRIVATE, NONPROFIT",AL,<100,Not Calculated
002833,Saint Vladimirs Orthodox Theological Seminary,"PRIVATE, NONPROFIT",NY,<100,Not Calculated
009927,University of Cambridge - Fitzwilliam College,FOREIGN,FC,<100,Not Calculated
043059,One Stop Academy,PROPRIETARY,NC,<100,Not Calculated
020992,American Conservatory Theater Foundation,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
021160,Sanford-Brown College,PROPRIETARY,TX,<100,Not Calculated
022717,University of Cambridge - Clare Hall,FOREIGN,FC,<100,Not Calculated
025332,School of Architecture (The),"PRIVATE, NONPROFIT",AZ,<100,Not Calculated
034423,American University in Bulgaria,FOREIGN,FC,<100,Not Calculated
031108,Bakke Graduate University,"PRIVATE, NONPROFIT",TX,<100,Not Calculated
038323,Dade Medical College,PROPRIETARY,FL,<100,Not Calculated
039763,Massage Therapy Institute of Colorado,PROPRIETARY,CO,<100,Not Calculated
042168,Bonnie Joseph Academy of Cosmetology & Barbering,PROPRIETARY,UT,<100,Not Calculated
043049,Renaissance Beauty Academy,PROPRIETARY,MO,<100,Not Calculated
008217,Paul Mitchell the School Green Bay,PROPRIETARY,WI,<100,Not Calculated
021328,National Conservatory of Dramatic Arts,"PRIVATE, NONPROFIT",DC,<100,Not Calculated
031161,Vogue Beauty and Barber School,PROPRIETARY,GA,<100,Not Calculated
034754,Tri-State Bible College,"PRIVATE, NONPROFIT",OH,<100,Not Calculated
041843,Paul Mitchell The School Ardmore,PROPRIETARY,OK,<100,Not Calculated
031091,ASPIRA City College,"PRIVATE, NONPROFIT",PA,<100,Not Calculated
012291,Wright Beauty Academy,PROPRIETARY,MI,<100,Not Calculated
009082,International Business College,PROPRIETARY,TX,<100,Not Calculated
025827,Cortiva Institute - Tucson,PROPRIETARY,AZ,<100,Not Calculated
010441,Pardee RAND Graduate School,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
012198,University of Bradford,FOREIGN,FC,<100,Not Calculated
020824,University of Cambridge - Queen's College,FOREIGN,FC,<100,Not Calculated
020874,University of Cambridge - Newnham College,FOREIGN,FC,<100,Not Calculated
036534,Universidad de Iberoamérica UNIBE S.C.,FOREIGN,FC,<100,Not Calculated
040153,Frankfurt School of Finance & Management gGmbH,FOREIGN,FC,<100,Not Calculated
012584,Illinois Institute of Art (The),PROPRIETARY,IL,<100,Not Calculated
036943,University of Chichester,FOREIGN,FC,<100,Not Calculated
009186,Dean Institute of Technology,PROPRIETARY,PA,<100,Not Calculated
009593,La' James International College,PROPRIETARY,IA,<100,Not Calculated
026167,Le Cordon Bleu College of Culinary Arts,PROPRIETARY,AZ,<100,Not Calculated
010190,University of Cambridge Churchill College,FOREIGN,FC,<100,Not Calculated
011098,Flint Institute of Barbering,PROPRIETARY,MI,<100,Not Calculated
042878,St. Louis Med Tech,"PRIVATE, NONPROFIT",MO,<100,Not Calculated
011838,University of Oxford - Mansfield College,FOREIGN,FC,<100,Not Calculated
031504,University of Technology Sydney,FOREIGN,FC,<100,Not Calculated
041452,Transformed Barber & Cosmetology Academy,PROPRIETARY,MO,<100,Not Calculated
008449,Acadia University,FOREIGN,FC,<100,Not Calculated
042902,Sri Sai Krish Institute,PROPRIETARY,CA,<100,Not Calculated
042970,Salon Professional Academy (The),PROPRIETARY,PA,<100,Not Calculated
042734,San Francisco School of Massage & Bodywork,PROPRIETARY,CA,<100,Not Calculated
041359,Orion College,PROPRIETARY,FL,<100,Not Calculated
007329,ITT Technical Institute,PROPRIETARY,IN,<100,Not Calculated
012839,University of Cambridge - Saint John's College,FOREIGN,FC,<100,Not Calculated
036743,Abertay University,FOREIGN,FC,<100,Not Calculated
043109,Precision Welding Academy,PROPRIETARY,TX,<100,Not Calculated
025103,Beauty Technical College,PROPRIETARY,OK,<100,Not Calculated
025500,Clarion County Career Center Practical Nursing,PUBLIC,PA,<100,Not Calculated
006267,UnityPoint Health-Des Moines,"PRIVATE, NONPROFIT",IA,<100,Not Calculated
041427,Pontifical John Paul II Institute for Studies on Marriage and Family,"PRIVATE, NONPROFIT",DC,<100,Not Calculated
003477,Aquinas College,"PRIVATE, NONPROFIT",TN,<100,Not Calculated
008364,Saint Mary's University,FOREIGN,FC,<100,Not Calculated
022913,Art Institute of Seattle (The),PROPRIETARY,WA,<100,Not Calculated
022026,Cannella School of Hair Design,PROPRIETARY,IL,<100,Not Calculated
041340,"John Paolo's Xtreme Beauty Institute, Goldwell Products Artistry",PROPRIETARY,NY,<100,Not Calculated
007436,Brightwood Career Institute,PROPRIETARY,PA,<100,Not Calculated
007296,Coleman University,"PRIVATE, NONPROFIT",CA,<100,Not Calculated
009503,Mount Allison University,FOREIGN,FC,<100,Not Calculated
011054,University of Oxford - St Anne's College,FOREIGN,FC,<100,Not Calculated
005618,Savannah Technical College,PUBLIC,GA,<100,Not Calculated
